aX,aY,aZ,gX,gY,gZ
0.179,-0.080,0.935,8.179,-2.136,-1.282
0.177,-0.093,0.927,9.460,-8.057,-1.953
0.159,-0.110,0.911,10.193,-11.047,-1.587
0.156,-0.111,0.894,9.888,-9.644,-0.122
0.160,-0.088,0.896,8.911,-6.897,1.282
0.179,-0.086,0.892,9.033,-5.249,0.916
0.182,-0.096,0.896,8.606,-4.761,-0.061
0.183,-0.091,0.912,6.775,-4.395,-0.671
0.181,-0.082,0.930,6.042,-5.005,-0.732
0.181,-0.067,0.933,7.080,-7.935,-1.465
0.174,-0.092,0.916,8.911,-12.451,-2.747
0.162,-0.100,0.913,8.972,-16.052,-3.357
0.156,-0.094,0.911,8.301,-18.250,-3.662
0.144,-0.104,0.913,7.996,-19.897,-4.211
0.135,-0.104,0.914,7.874,-20.081,-4.272
0.132,-0.085,0.910,7.874,-17.517,-3.235
0.133,-0.065,0.910,7.690,-13.733,-2.075
0.131,-0.041,0.914,8.179,-9.766,-0.916
0.141,-0.043,0.896,10.803,-7.690,-0.366
0.155,-0.039,0.840,14.038,-7.751,0.488
0.168,-0.050,0.751,16.052,-8.545,0.610
0.153,-0.096,0.663,16.235,-8.789,-1.282
0.119,-0.129,0.590,12.939,-6.592,-2.502
0.110,-0.145,0.558,5.127,-1.526,-1.465
0.130,-0.139,0.567,-4.761,5.188,0.427
0.155,-0.117,0.616,-15.564,11.414,1.282
0.185,-0.100,0.702,-24.902,15.991,1.526
0.211,-0.066,0.806,-31.738,17.761,1.038
0.211,-0.054,0.901,-34.302,11.841,-1.404

0.408,-1.565,0.929,-52.979,13.245,-24.841
0.519,-1.718,0.866,-43.152,33.447,-30.457
0.555,-1.844,0.801,-35.645,51.208,-37.415
0.556,-1.974,0.694,-30.396,64.697,-49.072
0.584,-2.133,0.591,-26.001,74.341,-60.364
0.549,-2.311,0.471,-19.958,75.562,-71.899
0.488,-2.452,0.275,-9.949,70.251,-77.209
0.594,-2.453,-0.043,-2.197,64.514,-73.608
0.612,-2.407,-0.356,-3.540,58.533,-71.106
0.519,-2.255,-0.644,-10.925,53.589,-72.205
0.457,-2.034,-1.003,-22.644,57.739,-73.792
0.194,-1.754,-1.219,-47.974,75.928,-79.773
-0.010,-1.038,-1.562,-87.463,97.412,-86.304
-0.297,-0.320,-1.793,-142.334,114.502,-85.999
-0.674,0.472,-1.664,-214.233,107.117,-75.073
-1.044,1.384,-1.202,-277.649,58.533,-39.368
-0.920,2.602,-0.653,-315.552,-15.991,15.259
-0.528,3.800,0.190,-347.839,-77.942,61.340
0.120,4.000,1.302,-374.817,-95.337,93.750
1.305,4.000,2.489,-375.732,-53.467,115.234
2.739,4.000,3.158,-339.417,52.673,107.727
3.555,4.000,3.682,-306.458,186.707,39.063
2.543,3.083,4.000,-254.333,256.409,-70.190
0.058,1.114,4.000,-154.358,214.417,-152.466
-2.196,-0.202,3.715,-43.030,76.416,-166.626
-2.681,-0.516,3.047,41.443,-46.753,-105.225
-1.495,-0.214,2.384,100.769,-74.707,-1.343
-0.157,0.118,1.597,147.095,-25.635,73.669
0.434,0.480,0.583,185.181,55.664,88.135
0.449,0.544,-0.254,190.552,132.874,65.247
0.403,0.437,-0.711,156.372,175.903,45.288
0.412,0.247,-0.769,100.464,163.513,29.236
0.458,0.056,-0.505,47.241,111.755,15.808
0.434,-0.042,-0.140,9.888,50.110,5.615
0.379,-0.092,0.233,-12.878,3.662,-0.122
0.317,-0.095,0.491,-24.170,-21.606,-1.282
0.222,-0.052,0.656,-30.701,-32.288,-1.343
0.216,0.006,0.782,-35.828,-33.630,0.122
0.294,0.060,0.889,-39.429,-25.391,2.808
0.374,0.143,0.978,-39.551,-8.667,3.357
0.375,0.168,1.004,-36.499,9.277,-0.793
0.313,0.155,1.013,-33.691,23.010,-5.798
0.246,0.152,1.021,-31.250,31.372,-7.568
0.219,0.144,1.002,-27.344,33.020,-5.920
0.227,0.127,0.979,-23.010,30.701,-2.747
0.268,0.116,0.936,-19.104,29.602,0.488
0.326,0.122,0.871,-15.930,30.884,3.174
0.381,0.136,0.802,-14.160,27.893,3.601
0.432,0.135,0.751,-12.207,19.714,0.916
0.464,0.137,0.720,-13.794,9.155,-2.991
0.464,0.130,0.729,-18.799,1.160,-7.324
0.428,0.092,0.782,-23.193,-2.136,-10.559
0.361,0.064,0.858,-25.696,-2.869,-11.719
0.308,0.016,0.919,-24.353,-3.357,-10.132
0.298,0.004,0.963,-19.714,-2.808,-5.493
0.313,0.023,0.985,-14.771,-0.549,-1.160
0.323,0.037,0.987,-9.521,2.563,2.075
0.347,0.035,0.978,-3.906,5.371,5.249
0.387,0.062,0.957,-0.122,5.432,7.996
0.450,0.100,0.918,-0.305,4.395,7.812
0.440,0.095,0.943,-4.395,6.348,3.784
0.379,0.057,0.996,-6.897,6.897,-0.244
0.321,0.044,1.013,-5.310,2.869,-0.671
0.327,0.061,1.010,-1.465,-3.235,0.793
0.344,0.054,0.997,3.906,-7.080,0.854
0.350,0.045,0.973,8.911,-7.263,-0.366
0.361,0.055,0.948,12.207,-4.761,0.610
0.372,0.058,0.909,14.465,-4.211,1.221
0.365,0.053,0.898,14.954,-8.423,1.099
0.369,0.057,0.885,14.221,-12.756,1.343
0.367,0.065,0.876,11.597,-15.503,1.404
0.365,0.077,0.875,6.653,-16.479,1.099
0.350,0.072,0.880,1.099,-15.747,-0.366
0.332,0.092,0.898,-3.357,-16.541,-1.953
0.332,0.107,0.903,-5.554,-16.907,-4.395
0.336,0.101,0.902,-7.324,-16.724,-7.263
0.327,0.089,0.927,-10.620,-14.343,-9.094
0.299,0.075,0.944,-12.634,-9.277,-11.292
0.266,0.036,0.950,-12.634,-2.747,-11.536
0.236,0.028,0.943,-11.841,1.282,-9.583
0.182,0.029,0.922,-9.460,-3.052,-7.263
0.153,0.056,0.884,-5.615,-10.376,-3.662
0.169,0.067,0.858,-2.625,-13.977,0.061
0.211,0.057,0.862,-1.343,-12.878,2.808
0.256,0.062,0.886,-1.526,-9.033,5.127
0.308,0.073,0.908,-1.404,-6.409,6.165
0.323,0.064,0.921,-0.427,-7.263,5.188
0.302,0.076,0.921,0.793,-9.155,3.357
0.300,0.091,0.892,0.671,-12.878,0.854
0.301,0.091,0.888,-1.404,-17.456,-0.183
0.277,0.056,0.909,-3.601,-18.005,-0.916
0.250,0.042,0.930,-4.089,-14.526,-0.549
0.247,0.029,0.942,-2.258,-8.484,1.709
0.275,0.039,0.939,0.671,-1.465,5.066
0.297,0.048,0.928,3.357,3.601,6.897
0.296,0.050,0.925,5.249,5.127,6.958
0.296,0.056,0.916,6.653,1.587,7.263
0.313,0.073,0.914,7.935,-6.531,7.874
0.340,0.096,0.900,7.751,-15.564,6.714
0.347,0.097,0.894,5.249,-23.315,3.540
0.336,0.086,0.906,2.869,-28.015,0.916
0.330,0.086,0.913,1.465,-29.236,-1.343
0.328,0.088,0.910,0.305,-26.794,-3.784
0.303,0.070,0.915,0.000,-22.034,-7.019
0.281,0.052,0.922,-0.122,-17.761,-10.193
0.275,0.028,0.940,0.305,-16.174,-11.597
0.270,0.003,0.955,2.014,-17.334,-12.268
0.247,0.004,0.964,4.333,-18.433,-12.146
0.224,0.010,0.954,6.958,-19.531,-10.742
0.220,0.027,0.943,8.484,-23.193,-7.935
0.235,0.052,0.942,8.728,-26.733,-4.883
0.250,0.061,0.949,7.996,-26.611,-3.113
0.252,0.064,0.957,7.446,-22.644,-2.014
0.253,0.066,0.954,8.057,-17.944,-1.404
0.234,0.061,0.956,9.949,-14.404,-1.282
0.209,0.058,0.949,12.146,-10.376,-0.793
0.204,0.063,0.934,13.672,-4.456,0.671
0.204,0.066,0.918,13.672,2.502,1.892
0.200,0.059,0.914,13.062,8.789,2.991

-0.553,-0.622,-1.587,112.610,15.137,136.719
-0.595,-0.717,-1.829,125.122,24.841,154.114
-0.547,-0.817,-2.126,123.352,31.067,156.677
-0.546,-1.110,-2.432,104.492,28.809,142.761
-0.740,-1.323,-2.523,72.144,17.090,107.910
-1.059,-1.388,-2.456,34.973,-4.700,77.393
-1.470,-1.344,-2.277,3.418,-28.137,58.655
-1.920,-1.272,-2.073,-14.954,-49.500,60.364
-2.418,-1.176,-1.821,-23.437,-68.237,87.830
-2.849,-0.872,-1.473,-30.579,-87.585,138.733
-3.167,-0.445,-1.107,-32.593,-101.624,211.975
-3.073,0.325,-0.795,-38.269,-107.300,298.401
-2.856,1.345,-0.165,-60.242,-105.957,387.878
-2.416,2.655,0.667,-85.266,-98.877,464.905
-2.151,3.967,1.577,-92.957,-73.303,514.648
-1.686,4.000,2.186,-66.101,-42.358,553.528
-0.672,4.000,2.018,-14.954,-26.428,588.074
0.685,4.000,0.896,43.823,-5.737,602.112
2.663,4.000,-0.731,87.708,-5.615,581.421
4.000,3.994,-0.913,78.674,-147.156,473.999
4.000,1.987,1.067,11.963,-427.917,239.319
4.000,0.685,2.898,-19.287,-559.875,-0.732
3.975,0.534,2.671,36.987,-392.456,-120.422
2.330,0.799,0.980,103.271,-52.368,-125.122
0.851,1.314,-0.575,100.769,214.783,-100.220
0.016,1.459,-1.185,43.640,297.119,-70.190
-0.568,1.172,-0.747,-29.602,289.246,-75.439
-1.297,0.794,-0.260,-66.772,261.108,-92.285
-1.550,0.526,-0.298,-43.884,208.496,-79.895
-1.449,0.426,-0.541,-14.709,151.672,-57.800
-1.289,0.476,-0.872,3.113,108.521,-25.085
-0.973,0.427,-1.110,12.817,81.787,0.732
-0.687,0.542,-1.124,17.700,34.058,10.925
-0.501,0.567,-1.166,30.945,-34.119,3.418
-0.358,0.573,-1.194,41.199,-81.543,-5.249
-0.223,0.609,-1.163,39.551,-89.600,-2.869
-0.093,0.650,-1.117,32.104,-69.946,5.737
0.040,0.660,-1.069,22.400,-44.250,13.611
0.104,0.697,-0.969,10.071,-22.095,17.578
0.121,0.662,-0.831,-1.282,-2.686,16.174
0.106,0.649,-0.735,-7.935,16.418,15.503
0.059,0.642,-0.711,-10.376,32.104,14.404
0.001,0.645,-0.720,-8.789,39.551,10.864
-0.063,0.674,-0.766,-5.920,38.269,7.141
-0.125,0.702,-0.839,-4.883,33.508,3.906
-0.189,0.706,-0.883,-7.263,29.968,0.732
-0.232,0.694,-0.877,-11.353,24.963,-1.038
-0.237,0.688,-0.842,-13.367,15.381,-0.671
-0.214,0.651,-0.800,-11.536,3.662,0.793
-0.164,0.628,-0.822,-8.545,-3.906,2.258
-0.096,0.626,-0.767,-6.897,-3.418,5.981
-0.038,0.627,-0.753,-4.150,-4.395,7.996
0.024,0.656,-0.797,-0.732,-3.906,6.897
0.038,0.664,-0.869,0.854,-1.099,4.639
0.023,0.649,-0.902,0.366,1.404,2.625
0.010,0.649,-0.903,-0.977,1.465,0.610
0.008,0.627,-0.911,-1.526,0.122,-1.282
-0.003,0.603,-0.911,-1.770,-1.404,-3.113
-0.005,0.609,-0.912,-2.625,-2.136,-4.761
-0.005,0.601,-0.930,-3.540,-0.977,-4.761
-0.002,0.600,-0.957,-5.798,1.465,-3.357
-0.003,0.599,-0.963,-9.155,3.296,-2.319
-0.011,0.578,-0.953,-13.184,5.615,-0.916
0.011,0.595,-0.926,-16.663,9.216,1.038
0.028,0.603,-0.908,-18.250,10.681,0.977
0.029,0.592,-0.906,-17.456,8.911,-0.977
0.029,0.595,-0.897,-15.930,4.028,-2.319
0.023,0.584,-0.876,-14.465,-1.221,-3.906
0.025,0.555,-0.855,-12.695,-4.822,-5.188
0.033,0.532,-0.828,-11.047,-6.714,-5.066
0.045,0.525,-0.798,-9.399,-6.653,-3.296
0.058,0.520,-0.786,-6.836,-4.150,-1.343
0.063,0.532,-0.804,-3.296,-1.343,0.610
0.065,0.552,-0.832,-1.038,0.854,1.526
0.036,0.569,-0.850,-0.671,2.380,1.526
0.031,0.584,-0.863,-0.916,3.601,0.305
0.050,0.570,-0.882,-2.197,5.859,-1.160
0.065,0.559,-0.871,-5.615,8.240,-3.662
0.071,0.554,-0.844,-9.338,9.399,-7.263
0.070,0.544,-0.811,-11.047,8.789,-9.521
0.069,0.545,-0.793,-10.010,7.629,-10.498
0.046,0.538,-0.790,-7.690,5.188,-12.573
0.016,0.535,-0.795,-5.432,2.014,-14.709
-0.019,0.531,-0.797,-3.845,0.610,-14.771
-0.043,0.516,-0.802,-2.991,1.892,-13.062
-0.049,0.510,-0.805,-2.869,4.395,-9.583
-0.037,0.513,-0.799,-2.380,7.324,-5.249
0.002,0.530,-0.807,-1.099,10.437,-2.197
0.052,0.548,-0.838,-0.854,13.550,-1.160
0.083,0.574,-0.862,-1.892,14.709,-2.625
0.079,0.582,-0.871,-3.784,12.695,-6.348
0.049,0.567,-0.861,-5.371,7.141,-11.963
0.026,0.543,-0.844,-7.263,-0.366,-16.479
0.003,0.522,-0.816,-9.827,-4.883,-19.043
-0.016,0.502,-0.779,-12.329,-5.005,-18.738
-0.016,0.474,-0.755,-12.634,-1.709,-15.930
0.001,0.474,-0.742,-10.315,2.808,-11.963
0.003,0.484,-0.752,-5.371,7.202,-9.277
-0.036,0.483,-0.790,0.000,9.033,-7.690
-0.068,0.492,-0.814,3.479,5.920,-5.066
-0.098,0.508,-0.833,4.944,1.465,-3.052
-0.126,0.506,-0.852,4.395,-3.052,-2.625
-0.131,0.501,-0.841,2.136,-7.507,-2.197
-0.109,0.482,-0.801,-0.305,-9.460,0.000
-0.074,0.476,-0.751,-1.465,-6.714,3.845
-0.008,0.474,-0.746,0.793,-1.831,8.972
0.068,0.507,-0.781,4.883,2.991,12.878
0.139,0.546,-0.838,7.874,6.653,12.390
0.179,0.575,-0.905,8.972,8.179,7.019
0.174,0.591,-0.950,6.226,5.920,-0.610
0.152,0.596,-0.952,2.014,-0.183,-7.874
0.126,0.570,-0.929,-0.183,-6.531,-14.038
0.113,0.556,-0.903,-1.160,-9.888,-16.846
0.101,0.554,-0.888,-2.197,-8.728,-17.395
0.083,0.545,-0.871,-2.563,-4.883,-16.296
0.073,0.546,-0.853,-2.563,0.427,-14.404
0.056,0.549,-0.846,-1.648,7.324,-11.230
0.036,0.555,-0.859,0.366,13.672,-8.118
0.022,0.564,-0.865,2.319,17.578,-5.798

-0.415,-0.820,-1.732,29.175,-32.288,71.838
-0.627,-1.126,-1.889,34.119,-41.687,50.476
-0.910,-1.612,-2.045,42.480,-63.416,21.484
-1.239,-2.049,-2.158,47.302,-100.281,-1.099
-1.654,-2.407,-2.179,42.114,-138.367,-10.986
-2.129,-2.481,-2.089,23.987,-164.124,-9.033
-2.700,-2.417,-1.811,-5.554,-165.894,17.883
-3.234,-2.224,-1.371,-35.034,-146.301,78.613
-3.498,-1.818,-0.799,-56.824,-124.084,168.518
-3.414,-1.179,-0.268,-55.603,-102.356,270.813
-3.105,-0.234,0.278,-42.114,-89.294,373.230
-2.619,1.066,0.995,-25.940,-79.224,461.304
-2.000,2.578,1.671,-2.075,-45.959,515.869
-1.842,3.979,2.270,37.781,9.033,531.494
-1.827,4.000,2.556,101.318,26.855,533.875
-0.940,4.000,2.038,168.701,11.047,546.570
0.444,4.000,0.113,209.778,73.914,568.848
2.047,4.000,-2.634,214.539,164.368,550.964
3.851,4.000,-3.557,162.292,37.476,449.036
4.000,3.480,-1.224,56.152,-305.542,228.149
4.000,1.754,1.373,13.245,-571.594,-61.340
2.843,0.946,2.324,48.828,-572.144,-250.488
1.459,0.911,1.590,101.807,-323.547,-264.221
0.447,1.166,0.128,121.704,-10.010,-175.598
-0.308,1.199,-0.824,75.684,202.454,-87.463
-0.677,0.929,-0.970,6.226,256.897,-43.030
-0.858,0.713,-0.544,-43.396,219.604,-30.884
-1.129,0.391,-0.406,-45.227,189.270,-28.931
-1.242,0.300,-0.625,-17.944,162.354,-14.893
-0.978,0.373,-0.940,7.202,124.146,13.550
-0.632,0.634,-1.135,12.512,103.455,46.021
-0.218,0.722,-1.321,15.686,101.257,67.322
-0.050,0.805,-1.385,16.968,72.510,50.659
-0.058,0.749,-1.335,22.766,1.587,9.216
-0.216,0.659,-1.239,29.480,-62.683,-32.166
-0.386,0.564,-1.148,32.715,-90.027,-53.284
-0.432,0.503,-1.042,30.457,-85.999,-47.424
-0.350,0.493,-0.942,22.644,-61.157,-23.743
-0.221,0.515,-0.865,11.963,-26.428,3.296
-0.108,0.559,-0.808,1.343,5.859,25.757
-0.041,0.591,-0.768,-6.836,31.006,41.687
-0.005,0.640,-0.722,-12.207,44.922,50.415
0.010,0.671,-0.685,-15.808,50.171,53.284
0.030,0.709,-0.692,-15.076,51.147,51.453
0.055,0.751,-0.731,-11.536,50.171,43.518
0.040,0.772,-0.796,-7.629,44.373,28.992
-0.015,0.783,-0.844,-4.333,31.433,13.306
-0.068,0.776,-0.875,-0.549,12.695,-0.427
-0.105,0.726,-0.894,3.662,-7.141,-10.925
-0.113,0.683,-0.889,6.104,-22.583,-16.541
-0.114,0.637,-0.850,5.798,-29.236,-16.663
-0.111,0.604,-0.803,4.089,-26.184,-11.780
-0.086,0.585,-0.788,2.441,-15.930,-3.662
-0.043,0.581,-0.817,2.014,-4.089,5.310
-0.037,0.600,-0.833,1.831,6.714,13.000
-0.030,0.595,-0.859,2.625,10.437,16.907
-0.007,0.594,-0.886,2.014,10.620,18.188
0.021,0.618,-0.921,0.244,10.498,18.066
0.048,0.615,-0.941,-2.502,10.742,15.625
0.044,0.608,-0.938,-5.859,10.498,10.193
0.020,0.587,-0.917,-8.423,6.714,4.028
-0.005,0.589,-0.894,-10.071,2.258,-0.122
-0.044,0.595,-0.862,-10.376,0.305,-2.014
-0.061,0.566,-0.844,-8.057,-0.488,-1.404
-0.058,0.567,-0.853,-5.859,-0.488,1.648
-0.038,0.576,-0.859,-5.310,-0.122,5.188
-0.002,0.588,-0.854,-6.165,0.793,7.629
0.017,0.593,-0.849,-6.958,1.038,8.484
0.032,0.579,-0.850,-5.859,-1.038,7.568
0.067,0.595,-0.858,-5.188,-4.456,5.737
0.082,0.579,-0.862,-6.287,-5.615,2.197
0.057,0.559,-0.849,-8.179,-4.578,-2.625
0.027,0.553,-0.814,-10.132,-4.944,-5.493
0.017,0.547,-0.779,-9.766,-4.822,-5.554
0.010,0.537,-0.752,-6.836,-3.540,-4.272
-0.000,0.518,-0.729,-2.014,-2.502,-2.075
0.018,0.506,-0.735,3.540,-2.441,1.526
0.017,0.523,-0.755,8.606,-1.831,4.395
0.025,0.548,-0.802,11.841,-1.099,5.005
0.039,0.564,-0.856,12.451,0.061,4.333
0.038,0.565,-0.885,10.315,0.366,2.197
0.024,0.558,-0.877,6.897,-1.099,-1.404
0.014,0.534,-0.840,4.456,-4.761,-4.639
0.002,0.512,-0.801,3.601,-8.545,-6.287
-0.021,0.511,-0.762,4.272,-9.277,-6.836
-0.033,0.508,-0.738,5.920,-7.080,-4.517
-0.030,0.512,-0.754,8.850,-3.052,0.122
-0.030,0.536,-0.783,11.841,0.916,5.249
-0.029,0.552,-0.814,14.221,3.723,9.277
-0.021,0.567,-0.844,15.564,4.150,12.085
-0.004,0.589,-0.864,15.625,1.526,12.817
0.010,0.601,-0.879,13.977,-1.465,11.719
0.020,0.605,-0.895,11.230,-3.479,9.155
0.024,0.606,-0.896,7.141,-5.493,5.981
0.021,0.609,-0.880,3.174,-7.690,3.479
0.020,0.614,-0.855,0.793,-8.484,2.075
0.021,0.588,-0.812,-0.244,-7.141,0.793
0.032,0.586,-0.772,-1.404,-3.723,1.587
0.039,0.588,-0.773,-1.953,2.747,3.418
0.034,0.598,-0.803,-1.343,9.644,4.761
0.031,0.600,-0.817,-1.648,11.719,4.761
0.027,0.586,-0.829,-1.526,10.498,3.235
0.014,0.580,-0.837,-1.709,6.958,-0.427
0.001,0.573,-0.838,-2.380,2.014,-4.150
-0.015,0.567,-0.835,-3.479,-2.502,-6.348
-0.016,0.578,-0.826,-4.700,-4.150,-6.653
-0.013,0.592,-0.825,-5.981,-2.930,-5.493
-0.006,0.617,-0.821,-6.287,-0.183,-3.235
0.015,0.614,-0.814,-5.676,2.380,-1.770
0.023,0.626,-0.814,-4.333,4.333,-0.793
0.030,0.622,-0.818,-2.686,4.456,-1.404
0.040,0.625,-0.827,-1.831,3.540,-2.441
0.036,0.614,-0.833,-1.526,2.136,-4.517
0.032,0.600,-0.831,-1.221,0.183,-8.240
0.013,0.577,-0.819,-1.160,-2.197,-11.841
0.001,0.578,-0.815,-1.404,-2.502,-13.489
-0.012,0.594,-0.815,-2.563,-0.366,-12.817
-0.002,0.604,-0.822,-3.784,3.967,-10.010
0.006,0.611,-0.818,-5.188,8.118,-7.263

-0.661,-0.962,-1.562,-9.033,5.981,45.166
-0.902,-1.264,-1.663,-3.845,7.568,49.377
-1.174,-1.578,-1.858,8.606,6.531,49.255
-1.530,-1.955,-2.077,22.766,-6.042,46.692
-1.873,-2.246,-2.166,35.645,-34.851,42.725
-2.141,-2.321,-2.070,39.246,-72.449,54.260
-2.359,-2.257,-1.848,36.621,-100.403,91.858
-2.484,-2.162,-1.578,33.630,-106.873,144.653
-2.507,-2.014,-1.276,36.316,-100.037,207.397
-2.410,-1.682,-1.006,45.593,-94.177,273.560
-2.245,-1.171,-0.747,54.871,-90.637,331.543
-1.907,-0.430,-0.486,52.612,-85.449,376.038
-1.821,0.273,-0.069,39.001,-68.542,392.273
-1.880,1.206,0.595,29.663,-55.359,390.015
-1.922,2.375,1.223,39.001,-60.425,397.705
-2.046,3.486,1.731,69.885,-60.364,416.992
-2.143,4.000,1.973,109.375,-50.354,452.698
-1.991,4.000,1.586,156.921,-52.307,489.624
-1.250,4.000,0.830,178.162,-75.623,515.198
-0.111,4.000,-0.208,158.875,-82.642,513.916
1.171,4.000,-1.120,124.329,-119.263,447.876
2.774,4.000,-0.474,90.454,-297.791,321.533
3.770,2.095,1.620,63.538,-550.049,131.104
3.464,0.739,3.169,71.838,-620.789,-58.838
2.440,0.770,2.254,112.793,-394.409,-119.568
1.808,1.300,-0.083,134.888,-38.269,-57.373
1.185,1.830,-1.723,91.370,183.533,3.784
0.698,1.780,-1.918,9.094,201.050,-6.836
0.006,1.319,-1.033,-58.105,140.137,-52.002
-0.760,0.791,-0.307,-84.229,124.451,-72.632
-1.090,0.463,-0.187,-74.524,136.902,-60.608
-0.979,0.429,-0.315,-53.101,133.179,-29.297
-0.799,0.476,-0.599,-31.006,119.934,-3.967
-0.558,0.582,-0.818,-9.827,89.539,8.911
-0.378,0.657,-0.981,12.146,36.682,5.615
-0.338,0.680,-1.141,35.217,-22.766,-9.338
-0.285,0.709,-1.163,43.640,-63.477,-16.174
-0.157,0.721,-1.086,37.781,-68.115,-6.653
0.034,0.726,-0.958,25.146,-49.133,9.888
0.183,0.731,-0.823,11.658,-26.184,23.071
0.245,0.721,-0.718,1.526,-7.874,26.184
0.248,0.710,-0.651,-4.272,3.906,22.583
0.200,0.702,-0.602,-6.592,11.719,17.944
0.151,0.690,-0.578,-6.470,19.409,14.038
0.099,0.713,-0.579,-5.493,27.466,12.390
0.049,0.723,-0.618,-2.319,31.921,10.071
-0.007,0.717,-0.687,2.136,29.907,5.676
-0.051,0.703,-0.744,3.540,25.024,1.709
-0.103,0.683,-0.739,1.343,19.104,-1.221
-0.131,0.646,-0.698,-0.122,13.489,-2.625
-0.111,0.620,-0.670,0.671,9.399,-1.709
-0.074,0.619,-0.665,1.831,9.888,1.099
-0.034,0.634,-0.693,2.686,14.038,4.700
0.016,0.661,-0.709,2.686,17.517,8.362
0.043,0.678,-0.772,3.784,19.348,9.949
0.079,0.683,-0.803,6.470,18.005,8.972
0.093,0.710,-0.846,5.554,12.939,3.479
0.062,0.707,-0.864,2.808,9.583,-3.235
0.022,0.704,-0.858,0.122,7.507,-7.446
0.000,0.681,-0.873,-0.549,6.531,-9.644
-0.015,0.650,-0.884,-1.099,6.287,-10.132
-0.041,0.644,-0.885,-3.174,7.751,-8.057
-0.052,0.642,-0.890,-5.981,11.353,-3.845
-0.043,0.638,-0.891,-7.996,16.052,0.244
-0.016,0.652,-0.891,-9.094,17.578,2.808
0.024,0.656,-0.885,-8.728,14.526,3.052
0.054,0.657,-0.880,-6.897,8.789,0.977
0.063,0.657,-0.875,-5.127,2.808,-2.014
0.052,0.653,-0.869,-3.479,-1.221,-4.761
0.016,0.656,-0.851,-2.441,-2.014,-7.507
-0.004,0.639,-0.844,-0.977,-0.610,-8.850
-0.005,0.630,-0.846,-0.244,2.747,-7.629
0.004,0.617,-0.841,-0.671,5.920,-4.944
0.021,0.612,-0.828,-1.587,8.301,-2.014
0.046,0.625,-0.818,-2.747,9.216,0.610
0.058,0.631,-0.816,-3.052,9.644,1.526
0.071,0.648,-0.821,-3.296,8.667,1.038
0.058,0.661,-0.813,-3.540,6.958,-1.160
0.043,0.642,-0.816,-1.953,4.028,-3.784
0.024,0.626,-0.817,0.549,-0.183,-5.676
0.025,0.606,-0.818,1.892,-2.197,-6.531
0.014,0.587,-0.808,0.916,-0.366,-6.287
0.009,0.589,-0.775,-0.977,2.930,-3.662
0.021,0.598,-0.768,-1.282,7.812,0.000
0.030,0.606,-0.783,-0.916,12.207,3.540
0.043,0.630,-0.791,-1.343,14.832,6.287
0.075,0.654,-0.797,-2.197,16.296,8.118
0.112,0.671,-0.804,-2.930,16.846,8.057
0.126,0.676,-0.795,-3.418,14.343,5.127
0.127,0.663,-0.775,-2.808,8.179,0.427
0.124,0.646,-0.748,-1.953,2.991,-4.089
0.101,0.647,-0.721,-1.831,4.028,-7.751
0.061,0.639,-0.719,-1.404,8.850,-10.254
0.035,0.642,-0.735,-0.122,12.085,-10.559
0.020,0.642,-0.768,1.343,13.367,-9.460
0.006,0.641,-0.798,1.587,13.000,-8.606
0.003,0.650,-0.791,0.427,9.888,-8.972
0.013,0.645,-0.794,0.305,6.287,-8.911
0.043,0.654,-0.805,0.916,4.028,-7.812
0.080,0.662,-0.800,0.244,2.136,-7.141
0.096,0.656,-0.792,-1.221,2.075,-9.949
0.058,0.632,-0.783,-2.258,2.502,-15.198
0.027,0.629,-0.778,-2.747,2.869,-19.592
0.005,0.629,-0.786,-3.174,4.700,-21.301
-0.001,0.633,-0.795,-3.601,8.240,-19.836
0.005,0.639,-0.805,-4.395,11.536,-17.090
0.010,0.636,-0.820,-3.723,12.756,-15.625
0.012,0.630,-0.827,-2.197,10.742,-15.564
0.023,0.626,-0.825,-1.404,6.653,-15.991
0.025,0.618,-0.820,-1.038,5.127,-16.663
0.016,0.618,-0.806,-1.709,5.554,-16.968
0.009,0.621,-0.796,-2.686,7.751,-16.296
0.019,0.630,-0.805,-3.540,11.841,-14.404
0.035,0.641,-0.817,-4.639,15.442,-12.085
0.051,0.652,-0.824,-6.165,17.334,-10.193
0.048,0.653,-0.840,-7.568,18.066,-9.949
0.024,0.643,-0.833,-7.507,15.808,-12.878
-0.006,0.615,-0.806,-5.798,8.911,-16.785
-0.027,0.591,-0.792,-2.258,0.488,-18.799

-0.178,-0.971,-1.731,2.380,17.212,3.967
-0.263,-1.233,-1.767,11.169,15.198,13.000
-0.374,-1.521,-1.822,26.917,7.141,17.334
-0.507,-1.932,-1.958,50.476,-10.254,15.625
-0.717,-2.263,-2.141,75.073,-35.828,6.104
-1.009,-2.416,-2.231,88.562,-63.782,-0.610
-1.311,-2.307,-2.259,88.684,-87.219,7.874
-1.513,-2.012,-2.152,69.336,-92.468,32.288
-1.626,-1.597,-1.894,36.377,-72.998,70.618
-1.651,-0.972,-1.464,-3.052,-46.875,109.436
-1.759,-0.265,-0.813,-38.269,-34.912,137.085
-1.874,0.510,-0.081,-55.725,-44.678,162.048
-2.050,1.299,0.656,-47.913,-66.101,197.571
-2.140,2.357,1.272,-14.771,-87.463,243.530
-2.145,3.572,1.591,29.236,-89.844,300.232
-1.844,4.000,1.585,72.632,-82.275,361.816
