aX,aY,aZ,gX,gY,gZ
0.260,-0.082,0.936,9.094,2.686,1.099
0.315,-0.055,0.918,11.780,-10.010,2.075
0.367,-0.032,0.888,12.390,-20.813,-0.305
0.348,-0.045,0.891,8.728,-24.475,-5.432
0.293,-0.054,0.907,4.211,-22.034,-10.010
0.248,-0.068,0.918,0.305,-16.418,-11.353
0.218,-0.077,0.927,-3.845,-9.094,-11.108
0.193,-0.072,0.937,-7.324,-1.770,-9.277
0.178,-0.068,0.958,-9.460,4.211,-6.653
0.179,-0.080,0.966,-7.751,7.202,-5.432
0.180,-0.109,0.959,-2.441,3.967,-4.395
0.189,-0.100,0.940,3.601,-2.014,-1.709
0.205,-0.088,0.918,7.263,-8.789,0.793
0.229,-0.086,0.914,8.118,-14.648,2.563
0.258,-0.067,0.918,6.287,-18.494,3.052
0.269,-0.070,0.926,3.479,-19.165,2.075
0.250,-0.072,0.938,0.977,-16.479,0.122
0.228,-0.088,0.936,-0.366,-12.756,-1.404
0.206,-0.097,0.933,-1.282,-10.071,-1.526
0.184,-0.106,0.937,-1.709,-7.568,-0.977
0.185,-0.111,0.945,-0.916,-4.883,-0.122
0.203,-0.115,0.946,0.793,0.000,1.953
0.222,-0.101,0.946,1.587,4.944,3.845
0.236,-0.099,0.941,2.136,8.728,4.883
0.236,-0.093,0.937,2.197,9.216,5.005
0.241,-0.085,0.935,1.831,6.104,5.188
0.258,-0.078,0.937,0.854,2.502,4.883
0.279,-0.064,0.953,-0.488,0.061,3.296
0.281,-0.069,0.969,-1.099,-2.197,0.305
0.265,-0.078,0.981,-0.183,-4.456,-1.709
0.260,-0.072,0.992,1.770,-6.470,-1.892
0.248,-0.082,0.974,5.310,-8.606,-2.869
0.218,-0.085,0.955,8.057,-11.353,-3.601
0.203,-0.080,0.946,8.850,-13.000,-2.991
0.197,-0.077,0.943,9.033,-14.221,-2.502
0.198,-0.076,0.946,9.399,-15.198,-1.953
0.199,-0.073,0.936,10.498,-15.869,-1.160
0.219,-0.074,0.926,11.963,-16.541,-0.793
0.240,-0.055,0.911,13.000,-17.578,-0.671
0.255,-0.053,0.911,12.085,-20.020,-2.441
0.246,-0.059,0.922,11.169,-23.499,-5.554
0.222,-0.071,0.940,10.254,-26.611,-8.240
0.194,-0.078,0.957,9.827,-27.954,-8.911
0.173,-0.076,0.967,10.315,-26.550,-8.179
0.166,-0.066,0.969,11.047,-23.682,-6.409
0.172,-0.052,0.967,11.353,-20.935,-4.272
0.178,-0.064,0.958,11.597,-20.325,-3.418
0.182,-0.074,0.958,12.695,-22.339,-2.930
0.178,-0.084,0.958,14.771,-23.682,-2.625
0.169,-0.092,0.950,17.761,-23.010,-3.052
0.159,-0.094,0.946,19.836,-21.362,-3.479
0.142,-0.096,0.951,21.179,-18.127,-3.296
0.124,-0.083,0.957,21.851,-13.794,-2.502
0.114,-0.068,0.968,21.606,-9.521,-1.038
0.121,-0.071,0.962,21.484,-4.761,0.488
0.129,-0.072,0.945,21.057,-0.732,2.319
0.130,-0.079,0.917,18.372,2.869,5.005
0.166,-0.098,0.922,13.611,6.897,7.935
0.194,-0.073,0.956,10.498,9.949,6.653
0.191,-0.079,0.969,14.587,2.686,-2.930
0.188,-0.125,0.953,23.499,-14.587,-10.742
0.205,-0.112,0.946,27.954,-35.400,-12.512
0.229,-0.073,0.958,28.503,-52.734,-13.428
0.231,-0.051,0.985,27.161,-64.514,-16.968
0.212,-0.045,1.026,24.841,-71.106,-21.301
0.201,-0.039,1.075,24.353,-74.158,-24.475
0.175,-0.049,1.108,25.879,-76.721,-26.306
0.137,-0.076,1.121,30.762,-78.491,-26.855
0.076,-0.116,1.101,37.231,-77.454,-26.001
0.015,-0.165,1.064,43.335,-71.655,-23.560
-0.031,-0.174,1.026,45.959,-60.242,-19.653
-0.043,-0.172,0.995,45.471,-44.739,-15.198
-0.020,-0.149,0.970,43.762,-29.724,-11.169

0.348,-1.643,0.651,-9.888,41.504,-25.757
0.376,-1.796,0.572,1.221,55.603,-34.485
0.416,-1.938,0.496,10.864,66.956,-40.894
0.446,-2.032,0.429,17.700,76.233,-47.119
0.509,-1.994,0.286,19.226,77.148,-54.932
0.536,-2.026,0.214,11.292,67.322,-65.430
0.465,-2.121,0.200,1.221,50.476,-77.148
0.336,-2.196,0.195,-7.690,26.917,-85.022
0.233,-2.312,0.209,-10.864,-3.601,-87.891
0.165,-2.405,0.205,-2.197,-30.701,-81.299
0.178,-2.344,0.118,16.357,-49.561,-64.758
0.220,-2.091,-0.067,45.898,-62.378,-42.236
0.517,-1.510,-0.569,75.500,-70.251,-23.682
0.932,-0.779,-1.326,67.688,-64.209,-25.757
1.007,-0.356,-1.758,-1.465,-32.349,-69.641
0.647,0.075,-1.608,-114.441,18.188,-142.517
0.036,0.544,-1.068,-230.286,60.364,-198.730
-0.607,0.946,-0.397,-295.410,70.313,-207.092
-1.177,1.410,0.126,-303.223,41.382,-169.800
-1.589,2.090,0.576,-270.752,-6.958,-105.530
-1.711,2.938,0.944,-232.422,-53.650,-36.072
-1.308,3.994,1.154,-220.337,-82.581,25.757
0.091,4.000,1.711,-283.569,-42.175,50.964
1.575,4.000,3.611,-416.199,128.479,18.616
2.504,3.092,4.000,-498.657,329.895,-32.043
2.223,1.787,4.000,-408.997,402.527,-75.684
0.667,0.767,4.000,-159.790,330.444,-106.140
-1.327,0.117,2.935,83.862,145.264,-134.033
-2.405,-0.349,1.493,206.360,-59.204,-111.206
-2.130,-0.439,0.913,217.712,-166.382,-37.537
-1.267,-0.210,0.765,187.195,-144.165,36.987
-0.520,-0.058,0.367,165.894,-22.644,88.135
-0.176,0.123,-0.205,147.949,115.234,111.267
0.102,0.276,-0.578,105.347,201.050,107.666
0.305,0.209,-0.551,47.668,209.839,82.764
0.441,0.076,-0.228,2.197,151.611,48.035
0.475,-0.011,0.186,-22.278,64.453,16.418
0.375,-0.101,0.524,-29.541,-9.338,-10.010
0.135,-0.196,0.717,-26.978,-47.913,-29.541
-0.103,-0.249,0.812,-23.254,-53.772,-36.072
-0.264,-0.261,0.830,-20.874,-45.166,-31.738
-0.271,-0.253,0.819,-20.264,-33.936,-22.156
-0.124,-0.188,0.848,-22.827,-21.484,-9.644
0.034,-0.114,0.901,-28.625,-8.301,-2.808
0.119,-0.044,0.934,-34.119,1.953,-4.333
0.134,-0.028,0.951,-38.696,6.226,-10.681
0.080,-0.062,0.984,-43.884,2.563,-18.433
-0.003,-0.106,1.028,-46.509,-7.812,-23.865
-0.075,-0.166,1.053,-42.664,-18.799,-25.269
-0.109,-0.207,1.040,-34.973,-24.353,-20.508
-0.126,-0.184,1.035,-29.175,-23.132,-14.038
-0.108,-0.179,1.028,-22.461,-16.479,-8.728
-0.052,-0.179,1.004,-14.587,-7.751,-3.296
0.004,-0.171,0.997,-10.559,-0.061,1.587
0.033,-0.155,1.004,-10.864,5.920,3.174
0.034,-0.149,1.029,-11.841,5.432,1.526
0.023,-0.173,1.063,-10.254,-0.061,-0.916
0.006,-0.183,1.094,-7.935,-4.761,-1.953
0.000,-0.187,1.093,-4.578,-6.042,-1.343
0.009,-0.179,1.082,-0.610,-4.150,0.427
0.025,-0.163,1.041,4.456,-2.014,0.854
0.017,-0.182,1.000,8.362,-0.916,-0.183
0.015,-0.190,0.977,8.484,2.441,0.671
0.033,-0.182,0.975,6.042,9.338,2.441
0.005,-0.152,0.983,3.723,14.709,2.686
-0.004,-0.172,0.967,5.066,12.573,0.977
0.001,-0.194,0.960,7.446,5.554,0.366
0.001,-0.187,0.973,7.263,-1.038,0.000
0.000,-0.179,0.988,7.019,-3.967,0.793
-0.007,-0.133,1.007,6.958,-4.883,0.488
-0.010,-0.153,0.990,10.132,-5.310,-2.136
-0.029,-0.172,0.966,12.146,-4.822,-3.357
-0.048,-0.180,0.958,10.132,-2.930,-2.869
-0.065,-0.199,0.939,8.118,-1.099,-1.587
-0.059,-0.193,0.931,6.226,0.366,-0.366
-0.057,-0.198,0.923,4.456,2.380,0.427
-0.051,-0.213,0.924,2.441,5.066,1.404
-0.042,-0.211,0.922,-0.916,8.850,3.052
-0.044,-0.195,0.916,-3.906,8.423,4.272
-0.046,-0.159,0.943,-5.066,1.404,3.479
-0.043,-0.196,0.953,-1.282,-8.972,1.709
-0.036,-0.206,0.946,3.296,-17.517,1.953
-0.030,-0.195,0.938,4.272,-20.203,2.747
-0.033,-0.204,0.941,3.296,-18.250,3.052
-0.049,-0.194,0.956,1.221,-13.550,2.197
-0.067,-0.207,0.967,-0.244,-8.606,0.549
-0.085,-0.211,0.975,-1.526,-2.747,-0.305
-0.080,-0.193,0.979,-2.625,1.038,0.671
-0.062,-0.171,0.977,-1.770,0.977,0.671
-0.050,-0.168,0.969,0.061,-2.197,-0.610
-0.057,-0.175,0.951,2.502,-6.226,-1.465
-0.056,-0.179,0.927,4.395,-9.216,-1.831
-0.064,-0.176,0.917,4.578,-10.010,-1.831
-0.088,-0.182,0.919,4.150,-9.155,-1.953
-0.101,-0.200,0.931,3.845,-7.263,-0.916
-0.097,-0.195,0.939,3.357,-3.601,1.221
-0.077,-0.182,0.938,3.418,-1.099,2.991
-0.058,-0.189,0.935,4.639,-0.916,3.662
-0.042,-0.205,0.930,5.676,-2.014,3.174
-0.024,-0.203,0.927,5.920,-3.479,3.601
-0.020,-0.202,0.917,6.042,-4.272,3.174
-0.035,-0.215,0.912,5.371,-3.052,2.014
-0.052,-0.217,0.920,3.662,-0.183,1.404
-0.064,-0.205,0.938,0.732,3.052,1.892
-0.071,-0.198,0.969,-0.977,4.883,2.319
-0.062,-0.193,0.990,-0.122,5.310,2.136
-0.042,-0.173,1.004,1.038,4.944,2.502
-0.027,-0.157,1.006,1.282,4.578,2.258
-0.024,-0.151,1.011,1.221,4.028,0.854
-0.044,-0.157,1.007,2.136,0.671,-1.648
-0.067,-0.181,1.009,4.150,-4.578,-3.540
-0.089,-0.183,1.011,6.470,-9.888,-3.906
-0.096,-0.194,1.014,9.705,-13.000,-2.502
-0.105,-0.195,1.005,13.367,-12.756,0.000
-0.100,-0.193,0.995,16.357,-9.705,2.869
-0.085,-0.175,0.974,18.494,-5.310,5.981
-0.056,-0.142,0.956,19.104,-2.014,8.484
-0.020,-0.095,0.954,18.188,-1.465,8.789
0.000,-0.073,0.950,16.846,-4.333,5.859

0.530,-1.889,0.521,-6.775,102.356,-26.917
0.540,-2.039,0.454,2.869,123.047,-41.443
0.459,-2.102,0.364,12.939,128.113,-51.697
0.378,-2.045,0.265,20.996,118.103,-53.284
0.295,-1.927,0.162,26.306,94.849,-47.302
0.213,-1.840,0.080,26.184,66.467,-40.405
0.189,-1.732,0.004,19.470,46.204,-32.593
0.223,-1.636,-0.040,7.751,41.504,-23.132
0.289,-1.468,-0.124,-6.653,49.805,-18.921
0.304,-1.348,-0.211,-26.428,63.721,-24.231
0.250,-1.265,-0.261,-47.607,77.332,-30.090
0.226,-1.171,-0.258,-67.322,88.440,-28.015
0.172,-0.996,-0.250,-80.872,89.172,-20.996
0.032,-0.745,-0.248,-85.815,67.017,-11.719
-0.018,-0.397,-0.246,-82.581,22.949,4.944
0.004,0.089,-0.173,-81.421,-46.509,20.874
0.109,0.750,-0.123,-87.646,-146.240,22.339
0.260,1.390,-0.129,-118.652,-240.234,-4.822
0.048,1.599,0.126,-180.420,-257.507,-67.383
-0.162,2.017,0.553,-253.113,-170.166,-112.793
-0.290,2.461,0.969,-317.993,-21.545,-123.657
-0.387,2.851,1.266,-358.887,111.572,-111.694
-0.142,3.352,1.571,-381.836,184.692,-80.872
0.374,3.347,2.235,-403.748,205.200,-57.678
0.914,2.696,3.083,-402.832,204.712,-52.307
1.119,1.780,3.698,-351.440,172.058,-61.829
0.563,0.852,3.893,-250.793,87.463,-80.872
-0.483,0.041,3.598,-127.502,-25.391,-102.844
-1.326,-0.458,3.006,-22.400,-105.530,-100.708
-1.553,-0.497,2.297,47.974,-105.957,-63.721
-1.127,-0.284,1.506,93.384,-31.616,-4.944
-0.487,-0.042,0.731,118.652,75.806,50.659
-0.025,0.164,0.141,118.530,166.870,79.407
0.241,0.225,-0.142,98.572,204.956,76.477
0.371,0.222,-0.137,68.909,180.969,55.542
0.395,0.145,0.075,41.748,117.554,31.250
0.326,0.063,0.357,23.315,46.082,11.047
0.242,0.043,0.573,12.817,-10.559,-2.441
0.122,0.002,0.680,7.446,-41.626,-10.193
0.007,-0.018,0.796,-0.122,-48.950,-13.123
-0.027,-0.017,0.924,-7.629,-41.504,-11.658
0.007,-0.019,1.013,-13.062,-23.926,-8.362
0.030,-0.002,1.051,-14.954,-6.287,-5.188
0.029,0.007,1.039,-12.939,4.761,-2.686
0.030,0.013,1.020,-10.254,5.798,-1.587
0.029,0.019,1.015,-8.667,0.916,-0.793
0.039,0.008,1.022,-8.057,-3.052,0.549
0.110,0.010,1.021,-6.287,-2.441,2.686
0.167,-0.004,0.980,-3.601,1.770,2.686
0.179,-0.021,0.942,-4.028,8.606,3.113
0.177,-0.005,0.928,-5.981,16.785,3.540
0.175,-0.003,0.910,-6.836,17.212,1.099
0.168,-0.022,0.932,-7.263,5.005,-2.197
0.157,-0.039,0.986,-7.385,-9.399,-5.066
0.123,-0.047,1.036,-5.981,-19.104,-6.165
0.118,-0.059,1.045,-3.662,-21.362,-6.165
0.110,-0.066,1.035,-1.892,-18.738,-5.005
0.095,-0.076,1.020,-1.282,-12.268,-3.296
0.076,-0.078,1.013,-1.343,-4.883,-1.038
0.077,-0.078,1.012,-1.343,1.343,1.282
0.087,-0.078,1.019,-0.977,5.920,3.235
0.099,-0.066,1.034,0.366,7.935,3.540
0.096,-0.067,1.037,3.357,6.653,2.075
0.102,-0.057,1.025,7.507,0.549,0.610
0.121,-0.050,1.012,10.803,-8.545,-0.488
0.126,-0.058,0.995,13.367,-17.151,-2.014
0.110,-0.067,0.977,13.977,-21.912,-3.174
0.092,-0.067,0.949,13.428,-21.667,-3.662
0.068,-0.068,0.938,11.230,-16.663,-2.991
0.045,-0.073,0.933,8.911,-9.216,-2.319
0.045,-0.062,0.928,7.080,-1.648,-0.122
0.073,-0.041,0.929,6.042,3.723,2.319
0.091,-0.041,0.931,6.104,3.479,1.343
0.082,-0.070,0.945,7.019,-2.991,-0.854
0.062,-0.090,0.970,7.751,-11.108,-1.160
0.042,-0.098,0.978,9.583,-17.639,-0.366
0.038,-0.094,0.972,11.597,-21.790,1.160
0.034,-0.100,0.972,12.146,-23.315,2.869
0.038,-0.102,0.976,11.963,-20.447,5.005
0.054,-0.089,0.965,11.047,-14.526,7.324
0.080,-0.080,0.948,9.277,-7.690,8.667
0.092,-0.083,0.941,6.531,-2.502,7.202
0.080,-0.090,0.954,3.235,0.183,4.333
0.072,-0.090,0.978,0.916,0.977,1.953
0.053,-0.086,1.003,1.160,-0.305,-0.610
0.042,-0.096,1.033,2.869,-2.808,-2.319
0.034,-0.108,1.044,6.775,-7.019,-2.991
0.043,-0.099,1.043,11.414,-13.123,-2.197
0.062,-0.079,1.034,15.747,-19.409,-1.770
0.064,-0.077,1.016,19.104,-24.292,-2.686
0.065,-0.062,1.000,20.081,-26.306,-3.723
0.046,-0.067,0.972,19.714,-25.574,-4.761
0.014,-0.102,0.949,18.799,-22.400,-5.249
-0.014,-0.109,0.930,17.456,-16.907,-4.150
-0.017,-0.102,0.905,16.113,-11.353,-2.319
-0.002,-0.089,0.919,13.428,-6.287,-0.977
0.011,-0.078,0.954,11.292,-0.549,-1.282
0.008,-0.092,0.991,12.024,4.944,-1.770
0.027,-0.088,1.016,14.954,7.446,-0.549
0.050,-0.065,1.031,18.799,5.310,0.549
0.065,-0.043,1.033,23.071,-2.136,0.610
0.072,0.008,1.002,25.879,-15.137,-0.549
0.059,0.031,1.002,27.161,-32.593,-3.540
0.029,0.014,1.009,29.175,-47.058,-8.362
-0.017,-0.025,1.017,32.959,-56.396,-11.353
-0.040,-0.068,1.026,37.231,-57.556,-9.521
-0.040,-0.094,1.025,40.955,-49.744,-5.127
-0.037,-0.111,1.024,43.091,-35.400,-0.916
-0.031,-0.112,1.015,43.335,-18.555,3.052
-0.018,-0.083,0.992,42.175,-2.930,7.385
0.008,-0.049,0.960,37.109,9.705,11.353
0.071,0.024,0.951,28.381,19.348,14.160
0.088,0.036,0.968,21.667,20.081,9.766
0.041,-0.054,0.990,23.315,11.963,-1.160
-0.014,-0.116,1.030,29.419,0.488,-8.179
-0.077,-0.154,1.033,38.574,-11.230,-10.010
-0.106,-0.149,1.023,48.950,-22.278,-5.981
-0.094,-0.126,1.006,55.725,-28.809,-0.183
-0.037,-0.129,0.977,57.800,-30.090,4.333

0.304,-1.992,0.660,-30.273,-38.879,-21.118
0.361,-2.067,0.680,-16.846,-50.476,-23.987
0.401,-2.016,0.593,0.610,-54.260,-32.471
0.431,-1.963,0.410,15.076,-33.020,-44.067
0.377,-1.964,0.213,18.433,18.311,-61.829
0.249,-1.945,0.005,10.559,89.294,-85.754
0.060,-2.018,-0.213,1.038,162.964,-103.943
-0.183,-2.041,-0.510,2.319,222.290,-103.149
-0.439,-1.875,-0.836,8.911,239.990,-80.200
-0.643,-1.502,-1.091,12.817,194.092,-40.405
-0.656,-0.874,-1.257,9.949,87.830,10.986
-0.479,-0.081,-1.335,-10.742,-46.021,53.406
-0.110,0.913,-1.578,-64.331,-156.738,60.974
-0.037,1.652,-1.485,-170.532,-186.035,17.395
-0.271,2.373,-0.701,-325.134,-120.728,-61.768
-0.665,2.950,0.536,-460.693,-15.503,-118.530
-0.706,3.425,1.839,-518.433,68.665,-112.732
-0.319,3.607,2.923,-496.338,112.976,-54.504
0.496,3.505,3.562,-420.776,144.226,24.780
1.443,3.261,3.859,-328.491,196.472,74.524
2.159,2.913,4.000,-239.807,257.935,78.247
2.121,2.210,3.834,-143.433,289.734,47.913
1.259,1.424,3.263,-55.786,259.277,-4.333
-0.360,0.334,2.716,6.348,159.485,-59.998
-1.456,-0.263,2.195,54.932,18.921,-78.003
-1.591,-0.339,1.693,91.980,-83.191,-44.373
-1.008,-0.217,1.168,120.300,-88.257,12.024
-0.431,0.048,0.503,135.315,-9.216,63.660
-0.139,0.207,-0.072,130.981,90.332,88.257
0.030,0.203,-0.296,104.248,151.367,88.867
0.218,0.234,-0.196,67.505,151.489,81.055
0.446,0.272,0.011,34.790,108.643,65.247
0.516,0.226,0.285,7.935,62.378,41.504
0.360,0.110,0.522,-12.634,33.447,13.550
0.193,0.026,0.626,-25.085,18.616,-4.944
0.079,-0.026,0.639,-29.663,6.470,-11.292
0.056,-0.011,0.702,-34.363,-7.019,-11.047
0.074,-0.002,0.835,-38.696,-19.531,-10.132
0.126,-0.029,0.961,-36.804,-24.414,-7.080
0.153,-0.016,1.019,-29.602,-22.827,-3.296
0.169,0.017,1.051,-23.254,-19.226,-0.610
0.165,0.030,1.072,-20.630,-15.686,0.183
0.176,0.035,1.068,-20.508,-10.803,-0.854
0.169,0.004,1.080,-23.987,-2.380,-2.686
0.151,-0.022,1.090,-27.039,8.667,-3.967
0.153,-0.043,1.082,-27.710,18.188,-1.343
0.179,-0.021,1.055,-25.635,22.522,1.892
0.196,0.003,1.037,-21.301,18.799,3.906
0.209,-0.020,1.030,-15.625,8.911,4.517
0.217,-0.030,1.042,-11.047,-0.610,3.662
0.227,-0.006,1.064,-8.423,-6.653,3.967
0.257,-0.000,1.063,-6.836,-10.681,3.235
0.270,0.001,1.058,-6.958,-14.343,1.404
0.260,-0.012,1.069,-8.850,-17.517,-1.709
0.265,-0.023,1.068,-10.498,-19.653,-4.211
0.239,-0.039,1.070,-12.512,-19.836,-6.470
0.188,-0.054,1.074,-13.306,-17.700,-9.033
0.153,-0.058,1.078,-11.841,-13.062,-9.094
0.116,-0.070,1.075,-8.484,-7.446,-7.751
0.107,-0.072,1.081,-4.883,-2.380,-4.456
0.120,-0.064,1.083,-0.916,3.113,-1.465
0.131,-0.045,1.083,3.418,8.179,1.282
0.159,-0.027,1.067,8.118,11.292,4.089
0.190,-0.023,1.038,11.841,10.559,4.700
0.195,-0.030,1.024,12.878,6.470,2.563
0.183,-0.027,1.010,13.123,-0.977,0.183
0.171,-0.024,1.001,13.733,-11.292,-2.258
0.161,-0.023,1.001,13.977,-18.433,-4.822
0.134,-0.025,1.003,13.977,-19.531,-6.531
0.112,-0.028,1.004,13.733,-16.113,-7.202
0.094,-0.029,1.009,13.489,-11.292,-6.836
0.091,-0.051,1.001,14.160,-7.629,-6.104
0.101,-0.053,1.004,13.550,-3.784,-4.272
0.097,-0.063,1.002,12.634,1.221,-2.441
0.099,-0.066,0.993,11.536,7.507,-0.916
0.110,-0.060,0.975,9.949,14.038,0.305
0.128,-0.057,0.950,8.301,19.165,0.244
0.139,-0.038,0.938,5.432,21.667,-0.427
0.142,-0.045,0.941,3.418,19.348,-2.197
0.137,-0.050,0.962,2.563,13.794,-3.479
0.129,-0.061,0.983,3.662,6.653,-5.188
0.133,-0.058,1.000,5.310,-1.587,-5.920
0.124,-0.055,1.007,7.812,-12.146,-6.592
0.102,-0.059,1.020,11.169,-22.705,-7.324
0.083,-0.070,1.021,14.038,-28.748,-6.592
0.075,-0.073,1.009,16.541,-28.076,-4.639
0.063,-0.074,0.999,18.005,-22.461,-2.869
0.058,-0.074,0.983,18.982,-15.015,-1.404
0.067,-0.068,0.965,19.348,-6.531,0.183
0.082,-0.063,0.954,18.494,1.160,1.221
0.106,-0.047,0.936,16.846,5.798,1.099
0.141,-0.031,0.915,14.038,5.249,0.183
0.164,-0.021,0.907,9.827,0.793,-2.747
0.159,-0.031,0.927,5.615,-6.409,-8.301
0.125,-0.046,0.963,4.089,-15.991,-13.062
0.106,-0.057,0.985,6.958,-25.391,-16.052
0.078,-0.065,0.981,12.756,-35.034,-16.968
0.061,-0.056,0.976,17.639,-42.175,-15.625
0.041,-0.060,0.970,21.484,-43.640,-13.306
0.024,-0.065,0.962,24.048,-41.016,-10.742
0.014,-0.078,0.947,25.146,-35.034,-7.629
0.006,-0.100,0.926,24.780,-25.452,-4.333
0.013,-0.097,0.917,21.973,-12.024,-1.465
0.021,-0.100,0.925,17.212,2.991,-0.122
0.020,-0.098,0.936,12.939,15.381,-0.427
0.014,-0.078,0.945,9.338,22.888,-0.549
0.037,-0.047,0.948,5.676,24.780,-1.404
0.039,-0.031,0.977,1.038,22.827,-3.113
0.054,-0.013,0.994,-2.502,18.616,-6.042
0.070,0.002,1.002,-6.409,14.221,-8.606
0.066,-0.004,1.051,-11.536,11.414,-11.536
0.057,-0.001,1.115,-13.062,9.338,-14.832
0.022,-0.013,1.153,-8.423,5.310,-17.883
-0.016,-0.024,1.152,-0.854,-1.038,-18.127
-0.020,-0.017,1.127,7.751,-9.460,-15.381
-0.018,-0.014,1.099,15.625,-19.470,-12.024
-0.027,-0.029,1.078,22.217,-27.588,-10.254
-0.028,-0.025,1.065,27.832,-31.677,-8.240
-0.006,-0.034,1.031,33.386,-32.532,-6.104

0.527,-1.690,0.476,-34.973,80.017,-22.766
0.551,-1.845,0.442,-33.813,101.440,-43.701
0.576,-2.082,0.438,-33.264,112.183,-60.242
0.618,-2.288,0.453,-28.015,114.319,-68.787
0.624,-2.433,0.367,-13.428,104.370,-72.388
0.701,-2.498,0.081,5.798,85.938,-70.740
0.674,-2.545,-0.231,19.409,64.026,-67.932
0.625,-2.486,-0.613,23.193,37.659,-66.101
0.505,-2.422,-0.971,16.357,10.803,-70.496
0.217,-2.290,-1.242,1.953,-11.841,-81.665
-0.066,-1.974,-1.395,-16.785,-32.104,-82.520
-0.196,-1.396,-1.516,-40.833,-54.321,-65.735
-0.338,-0.816,-1.507,-69.824,-86.182,-53.467
-0.375,0.140,-1.644,-99.060,-117.920,-41.626
-0.425,1.223,-1.719,-161.316,-127.563,-40.100
-0.825,2.114,-1.199,-268.494,-118.835,-59.692
-1.214,3.254,-0.249,-372.925,-90.759,-57.739
-1.375,4.000,0.929,-455.811,-64.819,-31.433
-1.218,4.000,2.076,-492.859,-52.368,5.554
-0.190,4.000,3.185,-489.319,-5.920,60.059
2.028,4.000,4.000,-470.398,133.179,110.168
4.000,4.000,4.000,-444.946,298.096,93.323
3.955,2.905,4.000,-344.482,377.258,-19.470
1.364,1.174,4.000,-157.349,310.547,-143.860
-1.780,-0.365,3.828,42.664,81.665,-201.355
-3.057,-1.031,2.703,166.626,-163.574,-164.429
-2.396,-0.758,2.059,213.135,-251.831,-58.228
-1.148,-0.339,1.410,228.394,-154.236,45.166
-0.459,0.103,0.431,250.732,27.283,111.572
-0.027,0.548,-0.523,244.080,186.890,143.555
0.270,0.599,-0.943,181.702,280.151,137.024
0.486,0.491,-0.887,103.333,282.410,101.624
0.656,0.351,-0.621,43.762,213.562,64.758
0.692,0.196,-0.246,8.606,122.742,32.776
0.523,0.066,0.094,-11.108,41.260,4.333
0.258,-0.102,0.302,-23.682,-15.137,-17.456
0.071,-0.120,0.390,-27.222,-47.852,-22.644
-0.075,-0.117,0.503,-33.997,-63.843,-20.691
-0.062,-0.115,0.688,-42.847,-64.941,-16.479
0.062,-0.053,0.874,-46.265,-53.406,-5.676
0.193,0.013,1.002,-42.603,-33.325,3.174
0.313,0.110,1.013,-35.278,-11.780,7.568
0.350,0.148,0.977,-33.020,9.399,4.456
0.315,0.125,0.967,-39.246,27.283,-4.517
0.233,0.042,0.977,-46.448,39.063,-12.146
0.160,-0.057,1.000,-49.255,43.701,-14.648
0.139,-0.118,1.008,-46.509,44.006,-10.315
0.198,-0.116,0.999,-41.016,46.326,-1.465
0.249,-0.069,0.958,-34.424,48.828,5.920
0.302,-0.046,0.929,-25.818,40.588,7.507
0.333,-0.035,0.901,-17.578,23.621,7.446
0.363,-0.021,0.902,-12.146,3.052,8.728
0.427,0.041,0.908,-7.812,-15.320,9.644
0.465,0.052,0.902,-5.371,-29.724,4.761
0.452,0.016,0.900,-5.615,-37.170,-3.235
0.409,-0.022,0.919,-8.484,-37.964,-8.850
0.352,-0.054,0.956,-11.230,-34.119,-11.169
0.313,-0.095,0.968,-11.780,-26.245,-9.888
0.296,-0.096,0.988,-12.207,-16.846,-6.592
0.295,-0.086,1.006,-11.597,-6.104,-3.113
0.300,-0.068,1.013,-8.667,3.174,-0.610
0.304,-0.054,1.007,-6.042,7.385,0.488
0.293,-0.054,1.014,-3.540,4.395,-0.610
0.272,-0.057,1.027,0.122,-3.418,-2.014
0.265,-0.052,1.029,4.333,-11.963,-2.441
0.268,-0.063,1.019,7.690,-17.639,-1.953
0.269,-0.070,1.012,9.155,-19.470,-1.465
0.250,-0.055,1.003,9.705,-19.104,-1.526
0.250,-0.039,0.989,10.376,-18.372,-2.258
0.251,-0.047,0.976,10.498,-16.357,-3.052
0.243,-0.061,0.973,9.827,-13.062,-5.493
0.211,-0.070,0.978,8.484,-10.376,-7.935
0.185,-0.077,1.005,7.690,-8.240,-7.690
0.183,-0.097,0.997,9.460,-7.996,-6.653
0.193,-0.101,0.990,10.010,-9.583,-4.761
0.198,-0.089,0.977,9.155,-10.925,-2.869
0.193,-0.068,0.987,7.629,-12.146,-1.831
0.205,-0.048,0.989,7.080,-12.878,-1.160
0.212,-0.074,0.965,6.836,-13.794,-1.343
0.198,-0.086,0.964,4.150,-14.343,-2.258
0.191,-0.092,0.974,1.526,-13.489,-1.587
0.198,-0.068,0.995,0.916,-12.634,-0.977
0.195,-0.085,0.984,3.540,-13.489,-3.113
0.177,-0.099,0.972,5.676,-14.282,-4.456
0.167,-0.093,0.969,5.432,-12.512,-3.174
0.168,-0.073,0.966,5.310,-9.155,-1.770
0.183,-0.042,0.964,5.249,-5.737,-1.709
0.180,-0.070,0.953,6.775,-1.892,-3.052
0.168,-0.085,0.940,7.751,1.343,-3.418
0.174,-0.085,0.936,7.324,1.526,-2.197
