aX,aY,aZ,gX,gY,gZ
0.577,-0.387,-0.623,-9.583,-0.061,28.320
0.625,-0.312,-0.677,-4.883,1.526,32.227
0.635,-0.246,-0.710,-0.427,0.793,33.752
0.624,-0.170,-0.739,4.456,-2.258,33.264
0.607,-0.105,-0.792,8.728,-4.883,31.372
0.605,-0.037,-0.844,9.277,-4.211,31.006
0.614,0.009,-0.873,5.920,-1.282,32.104
0.638,0.050,-0.869,1.099,1.465,33.264
0.659,0.067,-0.833,-2.991,4.761,32.654
0.668,0.072,-0.808,-4.700,7.507,29.724
0.674,0.068,-0.799,-3.174,7.141,24.719
0.670,0.042,-0.805,0.305,6.226,17.761
0.661,0.010,-0.825,4.272,5.432,9.277
0.624,-0.017,-0.831,7.202,4.089,0.977
0.575,-0.040,-0.832,9.644,1.831,-5.737
0.546,-0.054,-0.854,10.925,0.488,-9.338
0.524,-0.067,-0.877,9.644,0.610,-9.216
0.519,-0.081,-0.888,5.554,2.075,-6.042
0.534,-0.078,-0.876,-0.366,3.174,-1.465
0.566,-0.072,-0.859,-6.226,4.761,2.319
0.594,-0.069,-0.827,-9.277,4.944,2.563
0.620,-0.083,-0.793,-8.118,2.747,0.854
0.622,-0.104,-0.769,-5.127,0.061,-2.441
0.608,-0.123,-0.754,-2.319,-1.709,-5.920
0.610,-0.150,-0.745,0.549,-2.319,-7.996
0.610,-0.169,-0.737,2.502,-2.197,-8.789
0.599,-0.166,-0.720,4.578,-2.014,-8.057
0.591,-0.167,-0.712,7.568,-0.671,-6.348
0.598,-0.164,-0.729,9.705,1.221,-3.357
0.612,-0.146,-0.764,9.644,3.418,0.427
0.632,-0.135,-0.786,8.972,4.761,3.662
0.651,-0.120,-0.810,7.629,5.493,4.700
0.659,-0.102,-0.833,5.005,5.432,4.456
0.656,-0.085,-0.824,2.014,6.165,3.662
0.644,-0.074,-0.791,-0.793,6.409,3.052
0.644,-0.065,-0.756,-1.709,6.775,2.441
0.648,-0.066,-0.742,0.427,7.935,1.221
0.652,-0.074,-0.749,4.150,7.935,0.427
0.649,-0.084,-0.763,7.202,6.897,-0.854
0.637,-0.101,-0.784,9.216,6.226,-2.014
0.625,-0.120,-0.804,9.705,5.554,-2.869
0.609,-0.130,-0.813,8.728,5.737,-2.563
0.591,-0.131,-0.813,6.836,6.592,-1.648
0.577,-0.115,-0.824,4.883,7.568,0.366
0.579,-0.098,-0.835,2.625,8.179,2.930
0.589,-0.078,-0.834,0.305,8.606,4.944
0.595,-0.074,-0.822,-0.671,8.667,4.944
0.602,-0.072,-0.820,-0.305,7.141,3.174
0.609,-0.065,-0.828,0.549,4.639,1.038
0.608,-0.065,-0.840,1.160,2.808,-1.221
0.596,-0.070,-0.848,1.709,0.183,-4.150
0.588,-0.081,-0.855,1.648,-1.770,-6.104
0.572,-0.097,-0.833,0.305,-2.747,-6.958
0.562,-0.111,-0.810,-1.648,-2.808,-6.042
0.571,-0.121,-0.800,-2.991,-1.831,-3.479
0.594,-0.120,-0.796,-4.211,-0.854,-1.221
0.599,-0.116,-0.796,-4.639,0.061,0.061
0.597,-0.114,-0.799,-3.784,-0.732,0.610
0.605,-0.111,-0.809,-3.479,-1.404,0.854
0.605,-0.099,-0.820,-3.967,-1.282,1.404
0.604,-0.092,-0.825,-4.883,-1.953,1.831
0.606,-0.080,-0.824,-5.859,-2.319,1.099
0.605,-0.073,-0.826,-6.653,-2.319,0.366
0.610,-0.071,-0.824,-6.653,-1.831,-0.610
0.606,-0.073,-0.815,-6.226,-1.465,-2.136
0.613,-0.092,-0.802,-5.920,-1.404,-2.625
0.609,-0.104,-0.778,-5.615,-1.770,-3.601
0.597,-0.125,-0.773,-3.662,-2.502,-4.272
0.593,-0.140,-0.780,-1.526,-3.235,-3.723
0.602,-0.146,-0.793,-0.793,-3.052,-2.197
0.601,-0.151,-0.795,-1.038,-2.808,-0.305
0.609,-0.147,-0.794,-1.343,-3.540,2.075
0.631,-0.138,-0.803,-2.625,-3.052,4.639
0.644,-0.133,-0.798,-5.371,-1.343,6.653

-0.474,1.140,1.648,-456.177,-78.796,-190.979
-0.612,1.145,2.191,-442.322,-69.580,-190.979
-0.631,0.970,2.625,-408.020,-48.523,-177.490
-0.663,0.783,2.886,-367.065,-23.193,-152.527
-0.719,0.551,2.833,-312.012,-6.287,-119.873
-0.646,0.373,2.561,-260.742,-3.113,-82.947
-0.591,0.159,2.362,-234.863,-1.831,-55.725
-0.460,0.041,2.333,-237.549,-7.019,-28.320
-0.204,-0.163,2.300,-205.750,7.751,-18.250
-0.033,-0.268,2.226,-179.504,39.917,-22.522
0.032,-0.339,2.135,-167.358,58.594,-18.982
0.040,-0.396,2.038,-136.902,47.852,-15.320
-0.018,-0.467,2.018,-93.018,18.127,-19.287
-0.081,-0.623,1.973,-48.340,-12.024,-20.081
-0.091,-0.683,1.873,-12.451,-27.771,-13.367
-0.096,-0.632,1.662,12.878,-27.283,-2.197
-0.048,-0.582,1.400,22.766,-16.724,8.179
-0.047,-0.554,1.188,16.724,-1.892,15.625
-0.067,-0.469,1.093,1.282,14.404,22.034
-0.024,-0.326,1.065,-10.254,29.480,28.748
0.065,-0.265,0.984,-13.184,40.161,29.236
0.147,-0.243,0.882,-13.489,40.771,24.963
0.184,-0.207,0.855,-14.587,29.968,18.982
0.167,-0.192,0.899,-13.245,14.465,11.108
0.137,-0.206,0.982,-10.986,-0.061,2.258
0.086,-0.233,1.057,-9.460,-8.789,-5.249
0.039,-0.263,1.125,-7.629,-13.855,-8.118
0.030,-0.281,1.147,-5.005,-14.343,-5.493
0.048,-0.276,1.109,-3.967,-11.597,-2.014
0.053,-0.272,1.068,-5.127,-8.972,-0.549
0.068,-0.251,1.026,-8.911,-5.249,2.441
0.099,-0.218,1.001,-14.038,-0.916,3.784
0.103,-0.210,0.989,-17.029,1.343,1.282
0.090,-0.205,0.999,-17.090,-0.122,-1.648
0.058,-0.207,1.024,-13.855,-6.531,-3.967
0.034,-0.204,1.065,-7.751,-15.137,-6.165
0.001,-0.235,1.076,-0.183,-21.667,-7.751
-0.017,-0.253,1.063,5.493,-23.987,-6.226
-0.007,-0.263,1.029,8.362,-20.813,-2.686
0.005,-0.274,0.986,6.531,-13.916,-0.916
0.015,-0.286,0.953,0.305,-4.761,0.183
0.000,-0.280,0.955,-7.446,3.784,1.404
0.015,-0.251,0.953,-12.695,9.705,1.587
0.032,-0.226,0.932,-14.465,11.902,1.709
0.027,-0.201,0.925,-13.184,8.301,0.854
0.032,-0.175,0.934,-10.986,3.662,0.854
0.028,-0.151,0.946,-8.240,0.488,0.183
0.020,-0.176,0.946,-4.517,-3.052,-0.854
0.030,-0.187,0.938,-1.465,-7.080,-1.404
0.054,-0.198,0.930,-1.099,-10.193,-1.953
0.056,-0.205,0.939,-3.540,-12.329,-4.395
0.038,-0.208,0.956,-7.935,-13.489,-7.446
0.017,-0.207,0.969,-11.780,-13.000,-9.033
-0.003,-0.188,0.985,-14.221,-11.230,-8.606
-0.016,-0.204,1.007,-13.428,-8.484,-6.714
-0.014,-0.210,1.039,-10.254,-2.991,-3.906
0.021,-0.216,1.052,-4.395,2.991,-0.549
0.039,-0.229,1.017,1.831,6.958,3.906
0.045,-0.221,0.960,5.371,8.728,10.376
0.086,-0.212,0.950,7.080,5.554,8.484
0.094,-0.204,0.929,4.211,3.540,5.920
0.085,-0.202,0.938,-1.831,3.906,3.479
0.057,-0.188,0.952,-7.874,6.409,1.160
0.055,-0.179,0.954,-10.986,9.888,-1.343
0.026,-0.164,0.978,-9.521,9.155,-4.456
-0.002,-0.192,0.976,-5.371,7.690,-2.686
-0.000,-0.183,0.974,-1.526,6.592,0.244
0.007,-0.192,0.962,1.892,8.423,2.136
0.013,-0.213,0.931,5.432,9.399,4.028
0.037,-0.219,0.908,5.981,7.996,4.395
0.058,-0.213,0.902,3.784,5.981,2.625
0.057,-0.221,0.909,-0.366,4.700,0.000
0.051,-0.204,0.921,-4.456,4.517,-1.953
0.042,-0.202,0.924,-7.080,5.371,-3.906
0.030,-0.183,0.931,-7.812,5.859,-5.615
0.015,-0.192,0.929,-6.165,5.615,-6.531
-0.012,-0.209,0.948,-2.747,3.113,-5.127
-0.022,-0.225,0.961,0.488,0.549,-2.991
-0.028,-0.236,0.975,2.869,0.183,-1.404
-0.023,-0.248,0.978,4.578,0.549,1.526
-0.009,-0.237,0.963,4.639,0.977,3.967
0.026,-0.221,0.936,3.418,1.099,5.127
0.055,-0.208,0.905,0.610,0.732,4.272
0.068,-0.191,0.903,-3.052,-0.671,1.282
0.053,-0.189,0.907,-6.531,-1.404,-2.441
-0.005,-0.150,0.943,-8.484,-1.160,-5.798
-0.066,-0.190,0.983,-4.578,-2.075,-8.118
-0.094,-0.236,0.999,3.174,-3.296,-4.700
-0.079,-0.244,0.984,8.362,-2.563,0.610
-0.034,-0.224,0.960,10.193,0.977,6.042
0.011,-0.214,0.938,9.766,4.517,8.179
0.044,-0.198,0.910,7.568,6.287,8.057
0.074,-0.187,0.886,3.845,7.019,6.409
0.079,-0.187,0.883,-0.671,7.629,2.991
0.070,-0.184,0.895,-5.066,7.385,-0.488
0.041,-0.187,0.913,-7.996,4.517,-3.784
0.017,-0.181,0.925,-7.690,-0.183,-6.470
-0.026,-0.196,0.959,-3.418,-6.958,-9.583
-0.063,-0.201,0.969,1.709,-11.292,-7.690
-0.053,-0.222,0.962,6.531,-11.353,-3.723
-0.018,-0.219,0.946,8.789,-7.507,0.061
0.017,-0.216,0.936,8.606,-2.686,1.587
0.033,-0.211,0.924,5.615,1.709,3.906
0.061,-0.209,0.932,2.380,4.333,4.395
0.064,-0.209,0.944,-0.305,3.845,1.282
0.048,-0.211,0.956,-2.075,2.258,-1.465
0.031,-0.202,0.963,-2.686,0.427,-3.357
0.009,-0.199,0.949,-1.831,-0.366,-4.089
-0.012,-0.185,0.942,-0.183,-0.916,-4.272
-0.020,-0.188,0.932,2.686,-1.526,-3.662
-0.017,-0.197,0.933,4.944,-2.441,-2.563
0.002,-0.215,0.942,6.042,-2.808,-1.648
0.003,-0.220,0.957,5.676,-2.502,-0.793
0.004,-0.221,0.950,3.540,-1.221,2.014
0.021,-0.224,0.955,1.709,0.366,2.808
0.022,-0.214,0.954,-0.244,0.061,0.671
0.031,-0.200,0.946,-1.709,-0.916,-0.671
0.034,-0.192,0.942,-2.563,-2.808,-2.258
0.019,-0.176,0.941,-2.747,-3.662,-3.601

-0.515,0.008,1.793,372.742,-22.461,125.061
-0.426,-0.156,1.557,391.052,-12.146,133.240
-0.350,-0.194,1.387,393.433,2.197,144.104
-0.281,-0.270,1.300,384.888,19.653,147.827
-0.262,-0.359,1.314,378.662,33.997,151.428
-0.254,-0.413,1.432,375.244,38.574,155.518
-0.233,-0.413,1.453,379.456,39.429,157.471
-0.224,-0.412,1.404,388.062,43.457,159.058
-0.250,-0.457,1.342,395.935,52.368,156.921
-0.257,-0.432,1.227,404.114,60.730,159.119
-0.195,-0.396,1.174,412.781,65.735,166.199
-0.163,-0.322,1.025,421.570,71.350,170.471
-0.067,-0.213,0.750,428.284,77.087,176.819
-0.063,-0.096,0.500,425.232,87.769,183.472
-0.013,-0.021,0.207,416.077,101.685,188.416
-0.012,0.090,-0.077,399.414,112.000,196.594
0.018,0.236,-0.311,381.287,120.789,205.505
0.161,0.319,-0.506,361.206,128.845,211.914
0.186,0.419,-0.556,339.111,133.240,209.961
0.213,0.468,-0.496,326.599,126.831,195.251
0.240,0.509,-0.458,328.979,108.704,174.316
0.238,0.586,-0.496,336.243,87.402,153.198
0.241,0.684,-0.627,339.722,69.153,136.658
0.326,0.812,-0.833,330.444,58.594,131.714
0.378,0.927,-0.993,310.120,64.331,133.362
0.444,1.072,-1.166,284.119,75.012,135.864
0.511,1.228,-1.285,255.188,76.904,138.550
0.569,1.375,-1.314,228.577,78.857,137.085
0.636,1.492,-1.356,209.717,83.130,127.319
0.482,1.618,-1.431,198.181,77.576,115.356
0.385,1.639,-1.492,190.613,56.641,101.135
0.138,1.642,-1.841,192.749,37.781,91.858
0.139,1.493,-2.144,163.513,25.391,83.923
0.229,1.304,-2.279,112.610,10.437,65.369
0.270,1.093,-2.202,58.716,3.418,53.345
0.350,0.822,-1.945,14.893,-6.409,42.297
0.409,0.578,-1.605,-13.489,-13.184,26.672
0.498,0.308,-1.252,-27.100,-16.235,8.728
0.528,0.055,-0.945,-23.499,-17.822,0.549
0.572,-0.173,-0.718,-16.357,-22.888,-0.793
0.622,-0.350,-0.585,-9.583,-29.602,-5.432
0.622,-0.463,-0.538,-2.808,-34.607,-13.184
0.606,-0.480,-0.563,4.272,-37.659,-18.921
0.589,-0.498,-0.644,10.864,-36.804,-21.790
0.552,-0.498,-0.685,12.207,-30.701,-21.118
0.513,-0.493,-0.695,8.301,-22.095,-14.893
0.460,-0.444,-0.677,1.831,-14.893,-3.967
0.432,-0.393,-0.672,-3.052,-5.981,9.888
0.441,-0.325,-0.708,-4.944,3.174,23.804
0.468,-0.241,-0.791,-3.174,8.667,34.363
0.503,-0.194,-0.867,0.488,8.728,37.170
0.532,-0.140,-0.913,2.930,7.141,34.546
0.517,-0.106,-0.949,5.066,5.005,31.006
0.512,-0.046,-0.973,5.676,4.211,26.001
0.489,-0.009,-0.936,1.465,3.540,22.095
0.494,0.018,-0.899,-1.831,3.540,19.897
0.523,0.031,-0.865,-4.822,3.174,18.616
0.548,0.027,-0.837,-3.845,2.014,14.404
0.572,0.019,-0.844,-0.366,0.488,7.935
0.588,-0.016,-0.875,3.113,-2.625,4.272
0.595,-0.032,-0.923,4.578,-4.395,-2.136
0.571,-0.076,-0.938,3.723,-5.615,-8.240
0.548,-0.091,-0.928,2.136,-7.446,-12.573
0.542,-0.117,-0.908,0.671,-7.141,-15.503
0.507,-0.133,-0.869,-0.183,-4.517,-17.151
0.516,-0.148,-0.831,-1.099,-2.808,-15.808
0.526,-0.171,-0.799,-2.502,-0.854,-12.512
0.522,-0.191,-0.760,-3.357,0.732,-7.812
0.546,-0.201,-0.743,-2.258,0.305,-3.235
0.577,-0.202,-0.773,0.061,0.549,-0.610
0.599,-0.195,-0.823,2.380,-0.305,0.000
0.601,-0.194,-0.864,3.296,-2.563,-1.404
0.589,-0.188,-0.880,1.648,-4.456,-2.930
0.561,-0.171,-0.853,-0.977,-6.409,-3.235
0.551,-0.146,-0.821,-2.563,-6.348,-2.258
0.559,-0.113,-0.786,-2.991,-5.188,-1.160
0.567,-0.098,-0.765,-0.977,-3.662,-0.793
0.586,-0.091,-0.763,2.319,-2.625,0.000
0.609,-0.100,-0.790,3.967,-2.380,-0.122
0.619,-0.121,-0.809,4.028,-1.709,-1.038
0.606,-0.148,-0.808,2.075,-1.587,-2.136
0.582,-0.162,-0.798,-0.977,-1.099,-3.235
0.579,-0.171,-0.789,-4.028,0.427,-3.357
0.580,-0.165,-0.784,-7.385,1.709,-3.174
0.577,-0.154,-0.786,-10.315,1.953,-2.869
0.579,-0.148,-0.780,-13.062,1.587,-2.197
0.587,-0.140,-0.784,-15.625,3.418,-0.793
0.596,-0.135,-0.791,-16.785,4.822,0.610
0.611,-0.135,-0.800,-16.418,4.822,0.488
0.611,-0.130,-0.800,-15.076,4.639,-1.709
0.611,-0.148,-0.806,-12.085,3.296,-4.578
0.607,-0.157,-0.819,-8.545,1.282,-7.507
0.599,-0.179,-0.839,-5.737,0.366,-10.071
0.588,-0.193,-0.859,-4.700,-0.488,-10.803
0.586,-0.216,-0.863,-5.249,-1.709,-9.705
0.578,-0.225,-0.857,-7.507,-1.648,-7.629
0.562,-0.227,-0.834,-9.888,-0.366,-5.798
0.559,-0.222,-0.820,-10.742,0.305,-3.479
0.566,-0.219,-0.820,-10.071,0.488,-1.160
0.570,-0.218,-0.820,-9.094,0.732,0.916
0.566,-0.211,-0.819,-8.179,0.793,2.747
0.583,-0.197,-0.821,-6.897,0.488,4.395
0.604,-0.194,-0.825,-5.920,0.366,5.615
0.615,-0.186,-0.818,-5.310,0.061,5.493
0.615,-0.191,-0.809,-4.761,-0.305,4.028
0.617,-0.205,-0.788,-3.784,-0.610,1.953
0.627,-0.205,-0.772,-3.052,0.061,0.793
0.619,-0.196,-0.758,-2.319,0.610,-0.366
0.597,-0.198,-0.740,-0.305,0.916,-1.831
0.587,-0.198,-0.750,2.747,1.282,-2.441
0.572,-0.199,-0.774,4.395,2.075,-2.197
0.553,-0.200,-0.793,4.333,2.930,-0.793
0.542,-0.212,-0.804,3.113,2.808,1.648
0.525,-0.193,-0.816,1.953,2.625,4.456
0.536,-0.176,-0.834,-0.244,4.272,7.080
0.543,-0.156,-0.856,-2.869,4.395,7.629
0.555,-0.143,-0.867,-4.700,3.662,7.568
0.551,-0.142,-0.857,-6.348,2.258,5.859
0.552,-0.148,-0.827,-7.141,1.770,3.662

-0.065,-0.638,2.242,3.723,16.724,1.709
0.235,-0.226,1.034,29.358,48.645,18.066
0.142,-0.497,0.767,30.396,-19.897,26.184
0.144,-0.357,0.695,3.845,-13.489,10.803
0.094,-0.221,0.971,-24.353,10.864,-7.446
0.029,-0.235,1.037,-30.579,25.574,-4.517
0.037,-0.147,0.905,-21.851,26.611,3.052
0.041,-0.099,0.877,-10.742,14.099,11.780
0.113,-0.133,0.900,0.366,-0.427,9.460
0.131,-0.133,0.970,3.540,-5.310,6.165
0.154,-0.158,0.967,5.981,-1.404,5.066
0.154,-0.184,0.947,7.446,-0.183,4.333
0.138,-0.223,0.933,7.507,-4.456,1.892
0.126,-0.243,0.938,4.944,-9.216,-0.916
0.107,-0.245,0.951,-0.122,-10.010,-2.136
0.095,-0.237,0.946,-4.822,-5.676,-2.625
0.090,-0.237,0.934,-7.202,-1.587,-2.625
0.084,-0.224,0.939,-7.141,-1.343,-2.075
0.089,-0.233,0.944,-5.493,-2.808,-1.770
0.103,-0.230,0.934,-4.333,-2.869,-1.282
0.101,-0.215,0.928,-3.174,-2.075,-1.404
0.087,-0.223,0.933,-0.793,-2.930,-1.587
0.074,-0.229,0.931,1.648,-4.456,-1.221
0.071,-0.244,0.927,2.136,-3.662,-0.549
0.054,-0.255,0.931,0.671,-0.366,0.732
0.066,-0.254,0.937,-2.319,4.333,3.296
0.083,-0.242,0.945,-4.822,8.057,4.272
0.090,-0.233,0.939,-6.226,8.606,1.221
0.067,-0.220,0.946,-6.653,6.775,-0.671
0.039,-0.215,0.962,-5.188,2.319,-1.221
0.030,-0.222,0.940,-2.441,-1.587,-1.892
0.007,-0.223,0.939,1.343,-4.395,-5.676
-0.018,-0.240,0.937,2.380,-4.395,-3.052
-0.009,-0.246,0.938,2.136,-2.502,0.061
0.013,-0.237,0.935,0.977,1.038,2.625
0.052,-0.227,0.937,-0.183,4.089,3.052
0.072,-0.233,0.939,-1.465,5.005,2.380
0.078,-0.230,0.955,-3.174,3.540,1.282
0.064,-0.216,0.941,-4.150,1.526,-0.061
0.047,-0.224,0.936,-3.235,-1.282,-1.221
0.057,-0.193,0.936,-1.709,-3.906,-1.709
0.036,-0.212,0.945,1.953,-6.348,-5.737
0.005,-0.214,0.942,3.967,-7.751,-5.554
0.014,-0.224,0.945,5.371,-6.592,-2.502
0.031,-0.232,0.938,5.676,-3.906,-0.793
0.071,-0.238,0.942,4.150,-0.488,0.183
0.091,-0.245,0.943,1.221,2.136,0.061
0.094,-0.239,0.950,-2.319,2.136,0.061
0.097,-0.228,0.946,-5.005,0.610,0.183
0.116,-0.219,0.938,-7.385,-0.732,-2.136
0.098,-0.185,0.943,-8.484,-4.272,-9.277
0.050,-0.183,0.944,-8.240,-7.324,-9.827
0.011,-0.178,0.951,-5.737,-9.399,-9.827
-0.026,-0.182,0.954,-2.563,-8.118,-6.287
-0.025,-0.211,0.946,0.854,-3.479,-1.160
0.008,-0.219,0.942,1.709,2.502,3.052
0.062,-0.201,0.950,1.038,7.324,5.005
0.110,-0.196,0.944,-0.427,9.766,5.676
0.132,-0.201,0.948,-1.892,9.094,5.981
0.135,-0.188,0.950,-1.953,3.845,0.305
0.106,-0.197,0.950,-2.808,-0.427,-1.160
0.070,-0.203,0.943,-3.662,-2.747,-1.892
0.055,-0.207,0.945,-4.150,-3.784,-3.540
0.041,-0.202,0.956,-3.235,-6.897,-9.338
0.003,-0.199,0.950,-4.028,-6.836,-6.470
-0.021,-0.204,0.944,-2.625,-5.127,-3.601
-0.014,-0.202,0.947,-0.244,-2.380,0.488
0.017,-0.208,0.945,2.319,0.000,2.808
0.047,-0.206,0.950,3.906,0.671,3.662
0.083,-0.205,0.947,4.639,-0.732,4.333
0.110,-0.196,0.945,3.052,-1.282,3.845
0.096,-0.199,0.945,-0.122,-1.160,1.892
0.067,-0.198,0.950,-2.869,-1.221,0.244
0.041,-0.192,0.952,-4.395,-1.526,-0.610
0.037,-0.209,0.941,-4.822,-0.732,-1.526
0.027,-0.207,0.954,-5.859,0.000,-1.343
0.020,-0.205,0.952,-5.920,0.671,-0.854
0.025,-0.210,0.951,-5.066,0.366,-1.770
0.030,-0.187,0.946,-4.333,-1.099,-2.991
0.038,-0.196,0.947,-3.174,-1.099,-0.977
0.040,-0.184,0.951,-2.197,-1.892,-1.404
0.042,-0.187,0.950,-0.977,-2.502,-1.892
0.038,-0.193,0.947,-0.488,-2.930,-1.160
0.042,-0.195,0.948,-1.038,-2.441,-0.488
0.044,-0.198,0.953,-2.258,-0.183,0.000
0.052,-0.196,0.957,-3.113,1.831,0.305
0.056,-0.186,0.945,-2.991,2.380,0.305
0.062,-0.174,0.949,-1.831,1.282,0.244
0.061,-0.166,0.950,0.671,-0.061,-0.610
0.054,-0.190,0.943,4.272,-2.502,-1.648
0.049,-0.199,0.948,6.653,-4.517,-1.770
0.049,-0.205,0.953,7.629,-5.005,-1.160
0.045,-0.212,0.946,7.385,-4.395,-0.183
0.051,-0.217,0.947,5.371,-3.418,0.793
0.053,-0.224,0.946,2.258,-0.549,1.221
0.044,-0.217,0.948,-1.465,1.709,1.343
0.033,-0.203,0.953,-3.906,2.319,1.465
0.020,-0.203,0.949,-4.272,2.075,1.282
0.016,-0.189,0.947,-3.174,0.732,0.916
0.024,-0.191,0.945,-0.977,-0.427,-0.122
0.024,-0.190,0.950,1.221,-1.160,-0.366
0.027,-0.185,0.952,2.563,-1.526,0.000
0.023,-0.192,0.951,3.845,-1.343,0.122
0.025,-0.198,0.947,4.272,-1.709,0.122
0.031,-0.211,0.946,3.845,-1.038,0.183
0.039,-0.209,0.951,1.770,0.793,0.366
0.051,-0.205,0.943,0.000,2.747,0.122
0.055,-0.199,0.949,-1.160,2.258,-0.427
0.060,-0.192,0.952,-1.526,0.244,-0.549
0.051,-0.198,0.950,-1.587,-1.282,-1.282
0.030,-0.201,0.949,-1.953,-2.563,-1.648
0.046,-0.189,0.941,-1.892,-2.869,-1.465
0.007,-0.210,0.954,1.099,-3.479,-3.723
-0.009,-0.203,0.948,2.197,-3.662,-1.465
0.021,-0.221,0.948,2.930,-1.709,2.014
0.033,-0.206,0.943,1.465,1.648,3.235
0.057,-0.203,0.952,-0.244,3.784,3.723
0.069,-0.193,0.956,-1.587,3.052,3.357
0.069,-0.195,0.946,-2.869,2.258,2.502

-0.272,-0.283,2.242,332.336,13.428,62.195
-0.317,-0.267,2.186,356.445,11.475,74.402
-0.309,-0.216,2.085,378.418,18.433,95.276
-0.264,-0.160,1.986,393.738,32.959,116.211
-0.221,-0.138,1.927,402.771,47.058,127.747
-0.149,-0.145,2.016,408.142,56.641,130.737
-0.165,-0.150,2.242,413.452,67.932,125.061
-0.184,-0.165,2.302,432.373,82.031,113.525
-0.217,-0.161,2.254,459.412,87.769,103.577
-0.236,-0.195,2.060,484.497,85.876,93.262
-0.390,-0.187,1.795,499.023,84.351,86.670
-0.552,-0.190,1.481,506.836,86.121,90.332
-0.729,-0.149,1.196,506.409,90.576,108.459
-0.835,-0.086,1.037,500.183,101.501,137.695
-0.873,0.056,0.876,492.187,120.239,176.147
-0.814,0.294,0.619,480.774,142.639,221.069
-0.602,0.570,0.221,460.510,168.091,260.498
-0.428,0.851,-0.229,429.932,193.359,284.607
-0.243,1.142,-0.646,396.423,209.167,288.330
-0.075,1.355,-0.890,366.028,208.252,271.057
-0.042,1.518,-0.938,347.656,188.599,235.840
-0.127,1.720,-0.972,348.938,153.687,190.308
-0.191,1.864,-1.157,359.924,113.953,147.827
-0.218,2.004,-1.492,363.220,81.238,121.704
-0.126,2.127,-1.822,347.107,67.261,115.356
0.017,2.166,-2.084,312.500,66.040,114.746
0.134,2.202,-2.116,262.939,59.204,108.276
0.226,2.188,-1.959,216.003,42.664,104.065
0.360,2.169,-1.825,181.519,28.259,95.764
0.466,2.022,-1.816,159.668,20.752,77.271
0.575,1.802,-1.869,139.099,12.634,54.504
0.681,1.454,-1.886,112.122,1.953,28.748
0.668,1.093,-1.759,80.017,-2.197,-2.686
0.547,0.753,-1.555,45.959,-5.005,-29.785
0.420,0.448,-1.364,14.038,-10.193,-40.161
0.335,0.170,-1.249,-12.634,-11.230,-38.940
0.287,-0.083,-1.157,-35.034,-9.644,-32.471
0.288,-0.293,-1.049,-50.232,-9.705,-24.048
0.316,-0.439,-0.936,-59.326,-7.080,-13.184
0.354,-0.519,-0.820,-62.744,-4.517,-1.587
0.428,-0.574,-0.710,-59.204,-5.249,6.958
0.468,-0.584,-0.616,-49.072,-8.240,11.719
0.527,-0.551,-0.588,-34.424,-10.559,12.634
0.553,-0.492,-0.630,-17.822,-10.010,10.193
0.576,-0.415,-0.682,-3.845,-9.705,7.568
0.565,-0.334,-0.733,5.432,-9.155,5.676
0.528,-0.266,-0.770,11.230,-7.935,5.615
0.491,-0.214,-0.804,14.099,-5.981,8.972
0.488,-0.169,-0.850,14.099,-2.625,16.418
0.478,-0.118,-0.907,11.047,1.953,23.560
0.467,-0.094,-0.932,7.385,5.066,28.992
0.467,-0.045,-0.933,2.869,5.981,34.180
0.508,0.005,-0.928,-1.343,6.531,38.208
0.568,0.021,-0.911,-1.892,8.667,36.072
0.614,0.030,-0.900,-2.380,9.766,30.151
0.635,0.047,-0.903,-1.953,9.705,23.315
0.614,0.031,-0.884,-1.221,8.850,15.259
0.563,-0.006,-0.869,1.465,5.859,7.568
0.528,-0.044,-0.873,3.723,3.174,2.197
0.493,-0.067,-0.883,4.639,3.296,-0.671
0.475,-0.094,-0.901,5.798,3.296,-2.502
0.461,-0.123,-0.916,6.287,3.296,-5.554
0.420,-0.131,-0.907,4.272,3.784,-6.714
0.406,-0.147,-0.879,1.404,3.540,-2.686
0.429,-0.155,-0.874,-1.709,4.517,2.258
0.460,-0.137,-0.884,-5.005,5.310,6.958
0.497,-0.119,-0.904,-6.409,4.700,7.935
0.507,-0.118,-0.906,-6.836,3.723,5.920
0.500,-0.114,-0.874,-7.446,1.465,3.662
0.502,-0.123,-0.842,-5.920,-0.671,1.526
0.520,-0.131,-0.824,-3.052,-1.587,-0.977
0.521,-0.124,-0.819,0.732,-2.563,-4.456
0.531,-0.151,-0.801,4.700,-5.493,-5.737
0.547,-0.157,-0.800,6.714,-5.798,-5.798
0.544,-0.149,-0.809,6.409,-3.601,-4.395
0.543,-0.129,-0.811,5.188,-2.319,-0.427
0.550,-0.107,-0.828,4.578,-1.099,2.441
0.553,-0.093,-0.856,3.723,0.732,4.333
0.563,-0.087,-0.878,3.052,1.465,4.333
0.563,-0.098,-0.897,2.319,2.136,2.441
0.547,-0.109,-0.898,0.549,1.770,0.671
0.525,-0.115,-0.889,-1.465,0.854,-0.488
0.506,-0.118,-0.875,-2.808,0.244,-0.488
0.496,-0.129,-0.861,-2.563,-0.305,0.061
0.495,-0.139,-0.866,-1.465,0.122,0.549
0.502,-0.140,-0.880,-2.075,0.549,2.808
0.518,-0.130,-0.893,-4.089,1.404,4.150
