aX,aY,aZ,gX,gY,gZ
-0.326,-0.243,1.999,272.217,-21.851,54.626
-0.312,-0.341,1.895,299.622,-17.029,76.050
-0.304,-0.371,1.830,318.420,-7.690,97.229
-0.255,-0.408,1.806,330.505,2.991,113.525
-0.256,-0.374,1.796,341.248,13.000,126.038
-0.201,-0.342,1.827,352.783,21.667,134.766
-0.153,-0.292,1.820,364.807,29.907,139.282
-0.125,-0.245,1.728,378.845,38.391,142.578
-0.053,-0.197,1.630,389.404,45.532,146.057
0.003,-0.141,1.510,390.930,54.199,146.057
0.052,-0.105,1.369,385.986,68.665,144.531
0.057,-0.110,1.311,376.953,90.454,139.221
0.041,-0.112,1.268,371.704,109.619,131.104
0.052,-0.113,1.161,375.244,115.662,123.779
0.060,-0.103,1.077,382.812,112.305,117.554
0.028,-0.115,0.974,390.442,109.253,107.727
-0.087,-0.119,0.841,399.353,107.239,98.694
-0.148,-0.182,0.593,409.180,105.591,98.206
-0.183,-0.213,0.273,413.330,110.229,104.736
-0.220,-0.182,-0.081,405.640,116.943,113.647
-0.233,-0.186,-0.398,382.324,125.488,124.512
-0.285,-0.166,-0.514,347.778,139.893,138.672
-0.353,-0.119,-0.445,313.477,153.809,154.785
-0.386,-0.041,-0.329,291.565,160.767,174.805
-0.343,0.151,-0.314,279.053,167.358,197.937
-0.282,0.397,-0.428,272.339,174.927,216.858
-0.169,0.640,-0.660,271.179,177.368,225.708
-0.043,0.808,-0.943,270.569,171.265,220.581
0.083,0.920,-1.221,267.334,154.480,201.599
0.138,0.957,-1.412,259.705,133.301,175.354
0.136,1.012,-1.527,243.835,116.272,151.306
0.124,1.028,-1.573,225.464,106.262,132.080
0.071,1.026,-1.585,206.970,97.107,118.774
-0.006,1.036,-1.602,188.599,86.121,111.633
-0.037,1.056,-1.628,169.556,74.890,112.000
-0.057,1.060,-1.596,150.574,66.711,116.333
-0.047,1.082,-1.549,136.414,56.763,119.385
-0.003,1.086,-1.567,129.028,42.603,119.385
0.116,1.062,-1.670,122.864,28.809,112.549
0.296,0.957,-1.798,105.957,20.203,95.154
0.404,0.841,-1.811,82.214,12.695,75.745
0.503,0.697,-1.705,58.899,0.122,60.486
0.599,0.544,-1.530,44.678,-12.451,41.504
0.553,0.388,-1.356,37.170,-18.799,19.653
0.487,0.256,-1.176,31.555,-24.902,0.061
0.437,0.099,-1.042,27.100,-34.302,-12.939
0.425,0.010,-0.976,23.376,-38.696,-26.306
0.370,-0.089,-0.978,18.860,-38.208,-33.203
0.354,-0.127,-0.976,10.315,-39.551,-29.175
0.357,-0.167,-0.945,1.038,-41.748,-20.325
0.405,-0.178,-0.913,-5.127,-37.476,-11.841
0.443,-0.197,-0.900,-7.019,-28.381,-6.104
0.494,-0.158,-0.891,-6.653,-21.484,-2.625
0.533,-0.150,-0.867,-6.165,-17.761,-2.136
0.554,-0.129,-0.831,-4.089,-13.489,-4.211
0.558,-0.110,-0.814,0.183,-10.193,-6.409
0.535,-0.103,-0.803,6.226,-9.583,-10.254
0.513,-0.089,-0.797,10.376,-10.010,-12.695
0.487,-0.112,-0.817,12.878,-11.169,-11.719
0.469,-0.102,-0.867,11.902,-10.315,-9.155
0.484,-0.109,-0.910,7.080,-7.935,-3.296
0.507,-0.096,-0.914,0.488,-6.165,1.221
0.529,-0.079,-0.896,-4.028,-3.479,3.357
0.554,-0.058,-0.878,-5.005,0.244,4.822
0.581,-0.039,-0.849,-3.906,3.784,5.005
0.601,-0.029,-0.818,-1.343,6.897,2.869
0.602,-0.019,-0.805,2.930,8.301,-0.977
0.579,-0.005,-0.815,8.179,7.202,-5.859
0.546,-0.008,-0.852,12.512,5.188,-10.376
0.502,-0.011,-0.886,13.245,2.808,-12.207
0.481,-0.041,-0.917,12.024,1.404,-11.353
0.481,-0.054,-0.955,9.460,1.526,-10.315
0.485,-0.084,-0.982,6.775,2.686,-10.132
0.454,-0.115,-0.971,4.272,3.052,-10.437
0.454,-0.132,-0.928,1.404,2.258,-8.301
0.471,-0.130,-0.894,-1.953,3.540,-5.920
0.502,-0.118,-0.873,-4.578,7.080,-5.676
0.504,-0.094,-0.846,-4.639,7.446,-7.019
0.495,-0.082,-0.809,-2.625,4.639,-8.179
0.494,-0.082,-0.800,-0.427,2.319,-7.812
0.504,-0.077,-0.824,2.808,1.953,-9.216
0.516,-0.084,-0.866,7.568,-0.549,-10.132
0.521,-0.099,-0.903,10.559,-3.784,-11.963
0.504,-0.122,-0.920,9.949,-4.883,-13.428
0.481,-0.144,-0.905,7.263,-5.981,-12.512
0.475,-0.156,-0.893,4.333,-5.737,-9.827
0.458,-0.149,-0.868,0.793,-3.235,-6.409
0.464,-0.135,-0.855,-2.563,0.000,-2.502
0.484,-0.104,-0.851,-4.211,2.136,0.305
0.505,-0.082,-0.852,-4.150,3.113,1.831
0.534,-0.066,-0.867,-2.808,3.418,1.404
0.555,-0.051,-0.887,-1.709,3.113,-0.488
0.562,-0.046,-0.898,-1.831,0.549,-3.052
0.563,-0.048,-0.915,-1.770,-2.686,-6.958
0.548,-0.052,-0.916,-2.319,-4.883,-10.315
0.514,-0.068,-0.885,-3.540,-5.859,-12.390
0.508,-0.101,-0.868,-3.540,-6.104,-12.939
0.513,-0.119,-0.867,-3.784,-4.700,-11.902
0.517,-0.146,-0.856,-4.639,-2.869,-9.888
0.516,-0.159,-0.843,-5.676,-2.014,-7.690
0.505,-0.163,-0.828,-6.714,-2.075,-5.432
0.507,-0.165,-0.824,-7.507,-2.136,-2.380
0.518,-0.147,-0.829,-7.507,-1.770,-1.343
0.521,-0.138,-0.852,-6.592,-1.831,-0.732
0.524,-0.121,-0.884,-5.676,-2.686,-0.671
0.516,-0.111,-0.893,-5.432,-3.662,-1.465
0.506,-0.109,-0.895,-5.249,-4.089,-2.258
0.500,-0.116,-0.894,-4.822,-4.700,-2.380
0.501,-0.115,-0.884,-5.554,-5.066,-2.014
0.495,-0.119,-0.843,-6.775,-4.456,-1.465
0.500,-0.132,-0.819,-6.287,-3.296,-0.427
0.523,-0.138,-0.823,-5.798,-1.953,1.526
0.540,-0.135,-0.830,-6.104,-0.488,3.357
0.553,-0.129,-0.833,-6.226,-0.366,3.845
0.554,-0.126,-0.828,-5.249,-1.221,3.113
0.549,-0.131,-0.829,-2.686,-2.502,1.709
0.548,-0.119,-0.851,-0.549,-3.540,0.732
0.542,-0.106,-0.881,0.244,-3.540,0.000
0.533,-0.098,-0.890,0.610,-4.211,-0.183

-0.308,0.936,2.071,-427.979,-151.123,-88.989
-0.247,1.075,2.414,-430.725,-95.154,-63.293
-0.216,1.144,2.612,-427.307,-26.978,-38.574
-0.090,1.041,2.666,-411.194,23.560,-17.700
0.029,0.870,2.646,-379.822,38.818,-3.662
0.164,0.491,2.593,-335.266,18.921,-10.437
0.196,0.263,2.539,-299.622,-20.569,-18.860
0.277,-0.049,2.444,-254.822,-50.598,-24.353
0.293,-0.270,2.317,-208.618,-58.533,-34.180
0.271,-0.447,2.154,-167.175,-54.321,-38.757
0.257,-0.588,2.008,-128.906,-49.866,-41.382
0.260,-0.658,1.919,-98.083,-46.753,-43.213
0.235,-0.673,1.822,-71.045,-42.358,-40.283
0.195,-0.640,1.680,-44.312,-35.583,-31.494
0.146,-0.631,1.483,-16.479,-26.978,-19.165
0.121,-0.610,1.264,6.897,-13.916,-5.737
0.124,-0.565,1.064,17.822,2.563,9.216
0.179,-0.491,0.904,15.808,21.179,24.414
0.256,-0.392,0.797,5.432,38.879,35.522
0.318,-0.330,0.727,-7.019,54.321,39.307
0.363,-0.280,0.702,-20.874,59.570,37.964
0.411,-0.209,0.727,-31.006,50.964,32.471
0.461,-0.164,0.786,-34.485,33.203,22.827
0.473,-0.164,0.813,-32.104,13.367,9.827
0.429,-0.159,0.871,-30.334,-6.104,-1.282
0.368,-0.186,0.951,-29.297,-20.752,-10.620
0.304,-0.230,1.041,-27.161,-29.053,-16.418
0.249,-0.274,1.107,-23.743,-31.555,-16.357
0.233,-0.310,1.138,-19.958,-29.724,-11.353
0.238,-0.309,1.146,-15.564,-25.818,-4.395
0.272,-0.306,1.137,-10.864,-22.278,1.038
0.314,-0.312,1.113,-7.568,-18.555,5.615
0.363,-0.299,1.079,-6.592,-13.000,8.484
0.389,-0.287,1.058,-6.653,-7.935,8.789
0.401,-0.300,1.053,-6.042,-4.822,7.996
0.415,-0.313,1.052,-5.981,-2.991,7.019
0.416,-0.310,1.072,-7.935,-1.709,4.761
0.394,-0.316,1.099,-8.972,-1.404,1.343
0.356,-0.329,1.117,-7.568,-1.587,-0.427
0.320,-0.329,1.116,-4.944,-2.014,-0.854
0.307,-0.302,1.116,-1.404,-2.258,-0.427
0.307,-0.281,1.096,3.357,-1.282,0.000
0.305,-0.285,1.050,8.667,0.916,-0.122
0.294,-0.279,1.011,12.390,2.686,0.977
0.303,-0.271,0.973,14.526,3.418,2.136
0.297,-0.255,0.945,14.954,3.723,2.686
0.295,-0.251,0.930,14.343,3.540,2.991
0.302,-0.240,0.918,13.611,3.235,2.441
0.304,-0.221,0.911,14.221,1.831,0.793
0.309,-0.224,0.890,16.907,-2.625,-0.977
0.324,-0.235,0.867,18.982,-7.690,-2.625
0.320,-0.238,0.843,19.043,-11.475,-5.371
0.317,-0.249,0.829,17.578,-14.587,-7.751
0.287,-0.257,0.840,15.198,-15.625,-10.010
0.257,-0.281,0.847,13.245,-14.954,-10.864
0.231,-0.292,0.860,11.353,-12.268,-10.559
0.216,-0.325,0.861,9.827,-8.179,-8.911
0.235,-0.306,0.874,7.874,-3.296,-5.005
0.257,-0.276,0.876,6.042,0.488,-3.540
0.272,-0.273,0.872,5.432,1.221,-4.150
0.275,-0.272,0.878,5.188,-0.061,-5.676
0.273,-0.281,0.877,5.920,-1.953,-7.446
0.263,-0.287,0.864,6.836,-4.395,-8.301
0.254,-0.292,0.861,6.836,-5.798,-8.301
0.238,-0.304,0.858,6.165,-5.859,-7.507
0.218,-0.300,0.867,5.676,-5.249,-5.615
0.209,-0.298,0.876,5.310,-3.052,-3.662
0.219,-0.301,0.860,6.531,0.305,-1.282
0.249,-0.292,0.846,6.836,1.892,0.916
0.275,-0.282,0.836,5.920,1.282,0.610
0.271,-0.277,0.840,4.883,-0.366,-1.953
0.258,-0.287,0.854,4.761,-3.296,-4.456
0.256,-0.294,0.855,5.249,-6.470,-6.958
0.251,-0.297,0.849,5.127,-9.155,-8.911
0.251,-0.297,0.848,4.517,-10.376,-10.620
0.239,-0.297,0.850,4.761,-11.414,-12.207
0.222,-0.309,0.848,5.432,-12.634,-12.878
0.205,-0.303,0.848,5.371,-13.123,-11.963
0.185,-0.312,0.845,4.700,-12.024,-10.498
0.165,-0.318,0.852,4.211,-9.766,-7.690
0.174,-0.324,0.865,3.174,-5.981,-4.211
0.196,-0.317,0.879,2.502,-2.808,-2.258
0.225,-0.314,0.889,2.808,-1.526,-2.197
0.241,-0.319,0.888,3.418,-1.587,-2.930
0.242,-0.320,0.881,4.150,-3.723,-3.174
0.232,-0.313,0.866,4.822,-6.958,-3.174
0.226,-0.309,0.852,3.845,-7.996,-3.296
0.214,-0.316,0.854,1.465,-6.409,-3.662
0.202,-0.319,0.867,-1.099,-4.761,-4.150
0.197,-0.312,0.892,-1.953,-5.005,-3.784
0.198,-0.310,0.922,-0.854,-6.042,-4.211
0.198,-0.321,0.927,1.892,-5.554,-4.883
0.198,-0.325,0.927,4.761,-4.761,-4.639
0.199,-0.330,0.921,7.690,-5.005,-3.601
0.198,-0.336,0.904,9.827,-5.859,-2.869
0.200,-0.341,0.888,9.949,-5.249,-1.892
0.211,-0.340,0.885,7.629,-3.296,-1.099
0.218,-0.340,0.896,4.395,-1.343,-0.977
0.219,-0.345,0.909,1.282,0.183,-1.465
0.203,-0.330,0.934,-0.793,0.671,-1.709
0.198,-0.326,0.950,0.488,-1.160,-1.709
0.200,-0.345,0.968,5.127,-5.432,-2.258
0.196,-0.329,0.961,9.766,-10.864,-2.869
0.202,-0.326,0.943,14.465,-12.939,-3.723
0.193,-0.343,0.919,16.418,-11.841,-4.456
0.184,-0.341,0.912,16.174,-9.094,-3.967
0.185,-0.346,0.918,15.320,-5.920,-3.113
0.190,-0.354,0.937,14.526,-3.540,-2.197
0.197,-0.362,0.955,13.489,-1.587,-1.526
0.201,-0.360,0.959,12.512,0.061,-0.977
0.197,-0.344,0.964,12.756,-0.549,-1.160
0.182,-0.345,0.967,15.442,-2.563,-2.258
0.182,-0.351,0.966,19.714,-4.395,-2.747
0.203,-0.343,0.964,23.010,-4.944,-2.747
0.211,-0.350,0.961,26.001,-5.432,-4.028
0.207,-0.354,0.979,28.870,-8.118,-5.249
0.204,-0.366,1.018,31.616,-10.925,-6.592
0.183,-0.372,1.052,35.217,-12.085,-7.996
0.161,-0.352,1.077,40.039,-12.817,-8.118

0.321,1.024,-1.430,198.792,46.997,116.394
0.393,1.205,-1.506,168.335,56.152,133.179
0.463,1.419,-1.582,140.564,61.218,141.235
0.518,1.595,-1.702,121.338,57.434,134.583
0.554,1.683,-1.837,110.229,43.762,113.403
0.609,1.618,-2.006,102.966,24.597,79.590
0.595,1.403,-2.127,92.834,4.822,36.865
0.514,1.085,-2.109,76.721,-13.794,-2.747
0.426,0.741,-1.956,51.208,-30.334,-32.227
0.349,0.404,-1.702,22.034,-35.156,-46.143
0.303,0.121,-1.394,-3.357,-30.029,-48.828
0.321,-0.150,-1.102,-21.423,-22.156,-39.001
0.368,-0.307,-0.896,-30.762,-13.184,-30.396
0.425,-0.434,-0.747,-32.166,-6.836,-17.151
0.496,-0.526,-0.642,-27.039,-3.723,-5.981
0.512,-0.555,-0.583,-17.578,-1.953,0.488
0.483,-0.560,-0.569,-3.723,-2.625,3.235
0.435,-0.519,-0.608,11.047,-5.005,7.263
0.426,-0.431,-0.682,21.912,-7.690,15.930
0.429,-0.320,-0.810,26.428,-4.883,22.339
0.442,-0.209,-0.914,24.292,-1.648,30.640
0.451,-0.099,-0.978,16.357,0.854,38.940
0.443,-0.007,-0.964,4.150,4.883,46.570
0.442,0.070,-0.914,-5.188,7.629,52.246
0.507,0.151,-0.896,-8.484,10.986,53.894
0.566,0.190,-0.906,-6.836,12.939,48.828
0.597,0.197,-0.903,-1.770,8.240,36.011
0.582,0.177,-0.899,4.150,0.488,19.897
0.547,0.122,-0.903,9.094,-7.019,5.005
0.515,0.083,-0.914,10.254,-11.414,-5.249
0.500,0.033,-0.923,8.789,-11.963,-11.414
0.491,-0.006,-0.916,5.249,-10.803,-14.038
0.486,-0.037,-0.893,0.671,-8.850,-14.160
0.491,-0.063,-0.877,-3.967,-5.005,-12.939
0.472,-0.099,-0.837,-7.263,-1.953,-10.559
0.485,-0.104,-0.799,-9.338,-0.427,-4.944
0.505,-0.109,-0.817,-9.460,0.244,-1.160
0.529,-0.102,-0.859,-7.202,1.831,-1.343
0.532,-0.113,-0.879,-3.296,0.244,-4.578
0.517,-0.130,-0.867,-0.610,-2.075,-8.850
0.491,-0.135,-0.836,0.305,-3.723,-11.169
0.486,-0.134,-0.824,0.854,-3.784,-9.949
0.490,-0.129,-0.822,1.648,-2.686,-5.493
0.502,-0.126,-0.825,2.380,-1.831,-2.075
0.517,-0.127,-0.826,1.892,-0.610,1.038
0.525,-0.119,-0.815,1.160,0.916,3.784
0.525,-0.112,-0.802,1.648,1.892,5.493
0.532,-0.091,-0.812,3.235,2.563,5.920
0.536,-0.074,-0.852,6.165,1.709,4.822
0.535,-0.052,-0.900,8.118,-0.305,2.869
0.542,-0.046,-0.933,7.019,-0.977,0.854
0.532,-0.042,-0.937,2.930,-0.305,-0.549
0.520,-0.032,-0.926,-1.831,0.183,-1.404
0.510,-0.031,-0.911,-5.859,0.854,-1.465
0.510,-0.036,-0.889,-9.521,1.404,-0.793
0.506,-0.049,-0.852,-11.658,1.587,-0.488
0.503,-0.075,-0.826,-11.108,2.197,-1.221
0.502,-0.104,-0.808,-7.751,1.404,-1.343
0.513,-0.129,-0.808,-3.662,1.038,-1.648
0.509,-0.143,-0.831,-0.427,0.977,-1.709
0.507,-0.152,-0.867,2.014,-0.244,-1.770
0.512,-0.143,-0.895,1.709,-1.038,-0.916
0.525,-0.127,-0.907,-1.221,-0.183,0.366
0.528,-0.117,-0.901,-4.150,0.916,0.732
0.523,-0.106,-0.877,-6.409,0.061,1.404
0.530,-0.104,-0.857,-7.446,0.549,2.625
0.540,-0.105,-0.841,-7.751,2.014,3.662
0.543,-0.097,-0.826,-6.226,2.319,4.333
0.542,-0.093,-0.825,-3.052,2.258,3.662
0.531,-0.093,-0.833,0.732,1.892,2.319
0.519,-0.095,-0.863,4.395,1.465,1.099
0.507,-0.098,-0.905,5.920,1.099,0.366
0.498,-0.099,-0.940,5.066,0.366,0.427
0.486,-0.097,-0.950,1.587,0.305,1.404
0.482,-0.092,-0.927,-3.113,1.160,3.418
0.493,-0.084,-0.907,-7.080,2.258,5.798
0.513,-0.077,-0.893,-10.071,2.563,8.728
0.528,-0.084,-0.868,-12.085,2.563,9.644
0.538,-0.083,-0.819,-11.841,1.770,9.033
0.546,-0.088,-0.792,-8.667,1.709,7.080
0.550,-0.091,-0.805,-3.540,0.854,4.089
0.554,-0.092,-0.835,1.160,-0.916,1.038
0.525,-0.107,-0.858,4.395,-1.770,-1.770
0.501,-0.117,-0.877,5.371,-2.380,-3.052
0.484,-0.115,-0.894,3.418,-2.380,-1.770
0.484,-0.115,-0.899,-0.366,-0.488,1.038
0.488,-0.101,-0.893,-4.272,1.526,4.395
0.503,-0.085,-0.890,-6.653,2.441,6.958
0.514,-0.064,-0.883,-7.690,2.869,8.301
0.524,-0.050,-0.886,-7.324,2.136,7.507
0.533,-0.040,-0.899,-5.737,0.732,5.676
0.528,-0.041,-0.899,-3.967,-0.549,2.686
0.520,-0.053,-0.892,-2.563,-2.258,-0.732
0.513,-0.075,-0.893,-1.953,-3.479,-2.991
0.513,-0.099,-0.889,-2.075,-3.662,-3.967
0.508,-0.121,-0.876,-3.967,-2.625,-3.662
0.508,-0.144,-0.841,-5.798,-1.282,-2.502
0.510,-0.148,-0.807,-6.653,0.122,-0.366
0.520,-0.146,-0.788,-6.042,1.465,1.953
0.527,-0.139,-0.776,-3.784,2.991,3.906
0.534,-0.127,-0.794,-0.305,3.479,4.761
0.538,-0.110,-0.830,3.174,2.563,4.639
0.530,-0.102,-0.866,5.371,1.953,4.333
0.523,-0.104,-0.892,5.615,1.160,3.601
0.507,-0.098,-0.910,4.028,0.732,3.296
0.502,-0.090,-0.928,1.587,0.549,3.418
0.500,-0.080,-0.925,-1.648,0.916,3.540
0.506,-0.074,-0.907,-4.639,1.587,3.601
0.511,-0.062,-0.886,-6.226,1.892,2.747
0.507,-0.060,-0.866,-5.737,1.221,1.160
0.509,-0.066,-0.851,-3.540,-0.244,-0.488
0.508,-0.085,-0.849,-1.099,-1.221,-1.404
0.508,-0.092,-0.867,0.916,-1.587,-1.709
0.516,-0.088,-0.890,0.916,-1.709,-0.916
0.520,-0.095,-0.910,-1.404,-1.465,-0.305
0.525,-0.094,-0.901,-3.662,-0.671,-0.977
0.523,-0.107,-0.888,-4.822,-0.488,-1.160
0.521,-0.101,-0.876,-6.042,-0.183,-1.038
0.531,-0.098,-0.868,-7.874,0.549,0.549

-0.487,0.939,1.859,-390.381,-178.406,-121.338
-0.553,1.003,2.121,-398.926,-138.306,-107.605
-0.533,1.033,2.320,-403.748,-83.984,-81.604
-0.486,0.917,2.353,-397.522,-29.419,-50.964
-0.396,0.884,2.421,-395.874,3.174,-24.231
-0.133,0.771,2.409,-375.000,19.897,2.930
0.137,0.617,2.441,-342.468,26.489,6.958
0.399,0.396,2.471,-309.204,24.963,2.075
0.595,0.159,2.497,-275.513,14.587,-8.972
0.647,-0.084,2.517,-232.422,-9.216,-29.785
0.574,-0.421,2.530,-178.528,-44.739,-59.814
0.409,-0.701,2.507,-125.000,-79.712,-84.961
0.213,-0.831,2.424,-74.829,-104.004,-92.834
0.031,-0.880,2.187,-25.269,-107.971,-84.656
-0.093,-0.844,1.850,13.000,-87.524,-61.829
-0.094,-0.730,1.462,33.752,-49.133,-29.541
-0.015,-0.618,1.111,32.837,-4.395,-1.282
0.043,-0.503,0.894,15.320,35.950,16.479
0.103,-0.378,0.838,-7.019,65.430,26.672
0.166,-0.271,0.866,-25.391,81.482,31.982
0.235,-0.161,0.921,-34.973,84.045,32.959
0.292,-0.124,0.943,-33.813,74.585,27.771
0.324,-0.120,0.963,-26.611,51.575,20.142
0.339,-0.127,0.990,-19.714,22.888,10.376
0.320,-0.133,1.044,-13.855,-2.502,-0.366
0.260,-0.159,1.098,-7.935,-21.912,-9.888
0.199,-0.184,1.139,-2.380,-34.424,-14.771
0.158,-0.217,1.133,2.014,-37.598,-15.442
0.141,-0.232,1.111,2.808,-33.325,-12.573
0.145,-0.242,1.081,0.732,-23.987,-7.202
0.152,-0.254,1.054,-3.296,-12.939,-2.014
0.156,-0.239,1.048,-7.446,-3.052,2.991
0.180,-0.232,1.061,-9.338,4.944,7.080
0.199,-0.251,1.045,-7.812,10.742,8.606
0.211,-0.258,1.037,-6.226,12.024,10.376
0.235,-0.244,1.044,-4.944,10.437,11.169
0.254,-0.229,1.045,-2.075,7.629,9.216
0.230,-0.237,1.041,1.892,2.930,6.409
0.209,-0.240,1.027,5.188,-1.831,5.981
0.188,-0.249,1.029,7.874,-5.066,4.089
0.175,-0.222,1.031,9.033,-6.775,2.686
0.172,-0.217,1.008,10.681,-3.723,3.113
0.149,-0.223,0.967,11.475,1.038,2.625
0.144,-0.226,0.938,10.681,5.188,4.883
0.154,-0.206,0.921,8.911,8.972,7.751
0.166,-0.175,0.922,7.629,11.841,9.705
0.178,-0.194,0.917,7.690,13.611,10.681
0.193,-0.188,0.912,7.263,14.771,11.292
0.215,-0.185,0.894,6.348,15.503,11.414
0.226,-0.138,0.897,5.066,13.855,10.925
0.231,-0.156,0.902,6.409,11.414,7.568
0.232,-0.175,0.888,8.423,7.874,5.249
0.230,-0.190,0.862,8.423,4.089,5.127
0.241,-0.199,0.842,6.958,1.770,4.944
0.241,-0.192,0.837,3.906,0.610,4.089
0.207,-0.126,0.883,1.160,-0.366,1.465
0.169,-0.200,0.920,3.845,-1.831,-1.831
0.163,-0.226,0.920,8.057,-3.784,-0.793
0.183,-0.229,0.914,9.766,-5.188,1.953
0.223,-0.213,0.888,9.094,-4.028,4.272
0.243,-0.190,0.878,5.859,0.732,5.127
0.230,-0.210,0.876,2.991,5.249,2.441
0.226,-0.222,0.865,1.099,6.775,1.831
0.255,-0.214,0.866,-0.549,5.310,1.099
0.274,-0.205,0.857,-0.732,2.075,-1.953
0.251,-0.205,0.869,-0.427,-1.892,-5.066
0.207,-0.233,0.890,1.526,-5.554,-6.958
0.185,-0.240,0.889,3.235,-6.836,-6.042
0.179,-0.237,0.892,3.174,-5.371,-3.723
0.177,-0.226,0.909,1.465,-0.916,-1.282
0.175,-0.229,0.927,0.183,5.127,0.793
0.178,-0.222,0.940,-0.244,9.399,2.869
0.179,-0.210,0.960,2.014,10.803,4.211
0.182,-0.224,0.953,7.385,8.606,4.395
0.186,-0.233,0.942,13.428,3.052,6.165
0.200,-0.253,0.942,17.456,-3.540,8.057
0.207,-0.249,0.944,20.569,-9.033,8.972
0.231,-0.253,0.915,20.874,-11.658,9.338
0.234,-0.265,0.892,17.883,-9.094,7.935
0.221,-0.261,0.875,12.695,-5.066,4.578
0.213,-0.266,0.865,6.592,-2.380,2.563
0.202,-0.266,0.879,1.282,-1.038,0.793
0.187,-0.270,0.896,-1.831,0.854,-0.732
0.159,-0.274,0.930,-1.831,1.038,-1.465
0.141,-0.285,0.962,2.075,-0.732,-0.916
0.151,-0.293,0.966,8.972,-4.272,0.305
0.167,-0.288,0.943,14.282,-7.446,1.648
0.183,-0.279,0.917,16.052,-7.263,3.662
0.204,-0.263,0.895,14.404,-3.967,5.432
0.233,-0.252,0.866,10.193,0.122,5.676
0.259,-0.248,0.844,4.822,3.174,3.967
0.276,-0.244,0.847,-1.831,4.333,0.610
0.279,-0.236,0.871,-7.507,4.150,-3.723
0.251,-0.243,0.915,-9.399,1.648,-8.484
0.214,-0.256,0.961,-7.446,-2.319,-11.169
0.185,-0.279,0.999,-2.441,-6.958,-13.855
0.155,-0.287,1.012,3.418,-10.254,-13.000
0.150,-0.303,1.000,9.460,-10.559,-9.644
0.149,-0.299,0.973,12.146,-7.690,-5.371
0.172,-0.296,0.942,11.780,-3.113,-1.526
0.194,-0.295,0.917,9.216,1.099,0.977
0.216,-0.287,0.906,4.944,4.700,3.113
0.236,-0.276,0.910,1.038,7.202,3.845
0.242,-0.258,0.924,-1.465,8.057,2.441
0.229,-0.242,0.954,-1.282,5.920,-0.854
0.216,-0.251,0.972,2.441,0.916,-4.700
0.206,-0.263,0.981,7.874,-3.662,-6.287
0.202,-0.255,0.970,13.184,-7.446,-6.470
0.203,-0.257,0.947,16.479,-9.460,-6.470
0.197,-0.264,0.918,18.005,-9.766,-5.798
0.196,-0.261,0.893,16.785,-7.996,-4.944
0.194,-0.271,0.872,13.245,-3.662,-3.174
0.189,-0.275,0.873,7.690,1.038,-2.136
0.191,-0.271,0.888,2.136,5.920,-1.221
0.197,-0.256,0.911,-1.404,9.277,-1.282
0.205,-0.249,0.931,-1.404,9.338,-2.258
0.199,-0.250,0.935,2.014,6.958,-3.784
0.188,-0.244,0.930,6.287,3.967,-2.625
0.191,-0.258,0.916,10.010,3.052,-1.709

-0.071,-0.357,2.222,264.526,32.654,86.914
-0.073,-0.252,2.315,300.720,35.767,87.952
-0.083,-0.171,2.322,338.623,32.166,86.853
-0.136,-0.126,2.245,375.000,32.837,81.543
-0.231,-0.112,2.142,405.945,36.072,77.209
-0.296,-0.127,1.978,430.969,41.992,78.125
-0.377,-0.129,1.767,447.632,52.979,83.435
-0.381,-0.123,1.506,453.003,67.261,92.285
-0.343,-0.136,1.242,445.862,84.717,103.577
-0.341,-0.123,1.037,426.453,106.567,112.183
-0.349,-0.159,0.897,408.508,125.977,119.080
-0.245,-0.175,0.834,395.020,138.306,126.282
-0.263,-0.232,0.825,388.123,141.418,129.395
-0.273,-0.298,0.678,399.536,138.062,131.592
-0.253,-0.268,0.402,412.781,131.409,137.085
-0.257,-0.210,0.106,416.626,124.512,143.311
-0.211,-0.142,-0.231,408.325,123.474,152.344
-0.166,-0.062,-0.523,384.155,132.263,160.767
-0.144,0.037,-0.718,353.210,142.578,164.124
-0.123,0.167,-0.739,322.327,141.418,167.664
-0.070,0.262,-0.668,298.462,135.071,172.791
-0.038,0.401,-0.575,282.410,134.583,178.284
0.008,0.523,-0.568,271.973,139.709,180.603
0.128,0.670,-0.704,265.564,143.616,180.115
0.290,0.729,-0.893,262.573,144.287,170.593
0.390,0.776,-1.066,259.583,134.949,148.926
0.423,0.808,-1.192,257.690,112.854,118.469
0.380,0.825,-1.224,254.333,88.013,89.539
0.281,0.840,-1.219,247.559,73.120,65.491
0.193,0.890,-1.238,238.708,66.040,51.758
0.124,0.947,-1.285,225.647,62.012,50.903
0.115,1.019,-1.360,209.290,60.852,57.922
0.075,1.112,-1.421,191.406,62.927,67.810
0.090,1.253,-1.413,171.326,61.707,79.041
0.145,1.406,-1.423,157.166,54.688,86.914
0.212,1.528,-1.606,149.475,52.246,91.125
0.358,1.477,-1.831,127.075,46.204,81.299
0.464,1.388,-2.027,99.976,31.372,55.969
0.501,1.196,-2.075,69.763,9.277,23.376
0.439,0.945,-1.958,42.419,-14.893,-8.484
0.318,0.672,-1.673,19.226,-34.607,-34.241
0.221,0.377,-1.347,3.479,-46.631,-47.791
0.182,0.101,-1.119,0.610,-47.363,-46.814
0.218,-0.087,-1.001,1.221,-39.246,-35.583
